idx,words,lid
71,['I' 'fully' 'support' 'Swachh' 'Bharat' 'Abhiyan' '.'],['lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'other']
72,"['They' 'say' 'whre' 'there' ""'s"" 'a' 'will' ',' 'there' ""'s"" 'a' 'way' 'but' 'I' 'dont' 'see' 'myslf' 'a' 'Twitter' 'celeb' 'cos' 'noone' 'RT' 'my' 'tweets' '-Aisa' 'underrated' 'tweeps' 'ko' 'lagta' 'hga']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2']
73,['U' 'r' 'tite' 'priyanka'],['lang1' 'lang1' 'lang1' 'ne']
74,['Im' 'daughter' 'of' 'himalayas' 'you' 'are' 'son' 'of' 'mugal' 'badshaha' 'but' 'met' 'in' 'comment'],['lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1']
75,['mutual' 'masterbation' 'for' 'win' '..'],['lang1' 'lang1' 'lang1' 'lang1' 'other']
76,"['Hi' 'salman' 'u' 'never' 'work' 'with' 'depika' 'padu' 'because' 'she' 'is' 'egoistic' 'person' 'and' 'your' 'fans' 'do' ""n't"" 'like' 'her' 'u' 'work' 'wit' 'Chinese' 'actress' 'in' 'tubelight' 'we' 'like' 'it' 'and' 'love']",['lang2' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
77,"['Rooftops' ',' 'moonlight' 'and' 'music']",['lang1' 'other' 'lang1' 'lang1' 'lang1']
78,['Arun' 'Lal-' 'ye' 'dekhiye' 'Mohit' 'Sharma' 'ko' ';' 'kis' 'tarah' 'chhalange' 'mar' 'ke' 'gendbazi' 'ki' 'shuruvat' 'karte' 'h' '.' 'Maza' 'aa' 'raha' 'h' 'unki' 'balls' 'dekh' 'kar' ''],['ne' 'ne' 'lang2' 'lang2' 'ne' 'ne' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang1']
79,['Hello' 'bhai' 'kese' 'ho'],['lang1' 'lang2' 'lang2' 'lang2']
80,['Jai' 'how' 'indo' 'Russian' 'relationship' 'modi' 'sir' '.'],['lang2' 'lang1' 'ne' 'ne' 'lang1' 'ne' 'lang1' 'other']
81,['You' 'are' 'the' 'hero' 'of' 'our' 'nation' '..' '..' 'we' 'are' 'proud' 'of' 'you' '..' '..' 'always' 'try' 'to' 'continou' 'it'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
82,['Ka' 'ho' 'bachhan' 'ji' 'ab' 'dusro' 'ko' 'bhi' 'kamane' 'ka' 'moka' 'de' 'do' 'bhai' '.' 'Age' 'dekhiye' 'apni' '.'],['lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'other']
83,['Dhoni' 'superstar' 'cool' 'aur' 'world' 'ka' 'best' 'captain'],['ne' 'lang1' 'lang1' 'lang2' 'lang1' 'lang2' 'lang1' 'lang1']
84,"['Looks' 'awesome' 'in' 'this' 'video' '!!' '!!' 'Super' 'lady' '!!' '!' '(' 'BTW' 'change' 'your' 'profile' 'picture' ',' 'looks' 'awkward' 'with' 'smile' 'and' 'dress' ',' 'not' 'good' '!!' ')']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'other']
85,['' 'there' 'is' 'no' 'update' 'for' '12430' 'at' 'NDLS' '.' 'Departure' 'time' 'was' '11:25' 'PM' 'from' 'starting' 'point' 'NDLS' '.'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other']
86,['Awsm' 'click' 'Atul' 'Yadav'],['lang1' 'lang1' 'ne' 'ne']
87,['maine' 'to' 'subha' 'hi' 'bola' 'tha' '' '..' 'aaj' '100' 'lgega' '..' '.' 'aur' 'dekho' 'result' 'apke' 'samne' 'hai'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'other' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2']
88,['Guod' 'boy' 'enn' 'guod' 'lied'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1']
89,['abe' 'ja' 'pehle' 'sorry' 'bol' 'k' 'aa'],['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2']
90,"['Yes' 'DHoNI' 'is' 'BesT' 'PlayeR' 'in' 'ThE' 'WorlD' 'Bcs' 'He' ""'s"" 'a' 'CooL' 'MaN' '.']",['lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
91,['hathi' 'chale' 'bich' 'bajar' 'kutthe' 'voke' 'hazar'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
92,['Seculars' 'think' 'India' 'is' 'dumping' 'ground' 'for' 'all' 'world' '`' 's' 'dejected' 'people' ''],['lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1']
93,['good' 'job' 'for' 'this' 'person'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1']
94,['' '' '' 'And' 'wat' 'about' 'rape'],['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1']
95,['India' 'ne' 'toss' 'jita' 'matlab' '50%macth' 'jitt' 'Best' 'of' 'luck' 'team' 'india'],['ne' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
96,['bevkoof' 'ladke' 'ye' 'confession' 'page' 'h' '.....' 'autobiography' 'nhi' 'likhni' 'h' 'yha' '...'],['lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
97,"['Smart' 'boy' '.' 'In' 'my' 'eyes' 'you' 'are' 'the' 'best' 'player' 'in' 'the' 'world' '.' 'you' 'was' ',' 'you' 'are' 'and' 'you' 'will' 'a' 'best' 'player']",['lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
98,['Jay' 'hind' 'jay' 'bharat' 'jay' 'kabaddi'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
99,['Wow' 'virrrraaaaat' 'wow' '..' '.!' '!!' 'thanks' 'alot' 'fr' 'being' 'such' 'an' 'inspiration' '!!'],['lang1' 'ne' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
100,['' 'Plans' '?'],['other' 'lang1' 'other']
101,"['Sir' 'ye' 'baatein' 'itni' 'aasani' 'se' 'samjh' 'mein' 'nhi' 'aati' '.' 'Jab' 'Hum' 'practically' 'iss' 'dor' 'se' 'gujarte' 'hai' 'toh' '""""""""' 'Sab' 'kuch' 'saaf' 'jo' 'jata' 'hai' '""""""""']",['lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
102,['' 'Firmino' 'needs' 'to' 'be' 'replaced' '.'],['other' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
103,['Mere' 'hi' 'shehar' 'k' 'pass' 'rehta' 'h' 'near' 'dehradun' '..' '..' '..' '..' '..' '..'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'ne' 'other' 'other' 'other' 'other' 'other' 'other']
104,['' 'counting' 'on' 'fingers' 'tomm' 'wednesday' 'one' 'day' 'to' 'go'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
105,"['Chiku' 'Bhai' 'aap' 'en' 'logo' 'ke' 'question' 'pr' 'mind' 'Mt' 'krna' ',' 'bsss' 'aap' 'apna' 'match' 'apne' 'dil' 'or' 'dimag' 'se' 'hi' 'khelna' 'ok' 'bro' '!' 'All' 'waiting' 'your']",['ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1']
106,['Happy' 'birth' 'day' 'to' 'u' 'amitabhji' 'Gujarat' 'vapi'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang2']
107,['u' 'r' 'a' 'champ' '..' 'bt' 'aaj' 'to' 'dhoni' 'ki' 'bating' 'dkhne' 'meI' 'mzaa' 'aaya'],['lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang2' 'lang2' 'ne' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2']
108,"['Oh' ',' 'this' 'is' 'sad' ',' 'in' 'a' 'week' 'of' 'so' 'much' 'sadness' '(' 'David' 'Bowie' 'and' 'Alan' 'Rickman' ')' '.' 'I' 'liked' 'Rajesh' 'Vivek' 'very' 'much' '..' '.' 'I' 'always' 'thought' 'that' 'under' 'that' 'tough' 'layer' 'was' 'a' 'gentle' 'soul' '--' 'as' 'was' 'revealed' 'in' 'both' 'Lagaan' 'and' 'Swades' '.']",['other' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'ne' 'lang1' 'ne' 'ne' 'other' 'other' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'ne' 'other']
109,"['' '' 'Expecting' 'update' 'on' 'low' 'cost' 'phones' 'is' ""n't"" 'fair' ',' 'especially' 'something' 'which' 'comes' 'with' 'Mediatek' '.']",['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other']
110,['Tumne' 'apne' 'words' 'ka' 'insurance' 'to' 'krvaya' 'hoga' 'na' '@' 'Komal' 'Singh'],['lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'ne' 'ne']
111,['virat' 'pls' 'jaldi' 'mat' 'kra' 'kro' 'thoda' 'tik' 'k' 'tumhare' 'bina' 'jeetna' 'ab' 'mushkil' 'ho' 'gya' 'h' 'india' 'ka' '..' 'best' 'of' 'luck'],['ne' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'other' 'lang1' 'lang1' 'lang1']
112,"['' ':' 'There' 'was' 'this' 'girl' 'who' 'always' 'visited' 'H13' ',' 'to' 'meet' 'guys' '...' 'once' 'near' 'powai' 'lake' 'she' 'told' 'me' 'that' 'she' 'lived' 'with' 'guys' 'in' 'Delhi' 'for' 'a' 'year' 'but' 'she' 'never' 'did' 'anything' 'with' 'them' 'and' 'still' ""doesn't"" 'know' 'how' 'to' 'kiss' '.' 'I' ""don't"" 'believe' 'that' '.' 'What' 'a' 'bitch' '!' 'Guys' 'beware' 'of' 'her' 'and' 'never' 'get' 'sentimental' 'if' 'she' 'talks' 'to' 'you' '...' 'I' 'think' ""she's"" 'lying' '.']",['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
113,['' '' 'A' '.' 'Pinfall' ''],['other' 'other' 'lang1' 'other' 'lang1' 'lang1']
114,"['Blade' 'Runner' '2049' 'could' ""n't"" 'have' 'found' 'a' 'better' 'press' 'agent' 'than' 'Indiewire' '.' 'Brave' 'of' 'them' 'to' 'champion' 'the' '185' 'million' 'dollar' 'underdog' '.']",['ne' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other']
115,['awsm' 'bhai' 'apke' 'naam' 'ki' 'movie' 'ho' 'or' 'hm' 'nhi' 'dekhe' 'aisa' 'hosakta' 'hai' 'ky' 'kabhi' 'nhi' 'best' 'of' 'luck' 'bhai' 'love' 'u' 'bhai'],['lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2']
116,"['' 'Oh' 'yes' ',' 'he' 'is' 'that' 'person' '.']",['other' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
117,['4mintat' '840' 'likes' 'khup' 'chhan'],['lang1' 'other' 'lang1' 'lang2' 'lang2']
118,['Sir' 'ji' 'good' 'night'],['lang1' 'lang2' 'lang1' 'lang1']
119,['Sir' 'festival' 'season' 'me' 'train' 'time' 'pe' 'nhi' 'chlti' '.' 'ECR' '.' 'bahut' 'problem' 'hoti' 'he' 'bihar' 'jane' 'ko' '.' 'Pls' 'help'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'other' 'lang1' 'lang1']
120,['' '' 'Eager' 'to' 'watch' 'the' 'Field' '..'],['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
121,['Saurabh' 'Bhola' 'tu' 'hai' 'na' ':P'],['ne' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
122,['Well' 'played' 'Virat' 'in' 'test' 'series' 'now' 'keep' 'it' 'on' 'in' 'odi' 'and' 'nice' 'looking' 'man' '..' 'We' 'r' 'proud' 'of' 'you' 'keep' 'going'],['lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
123,['jo' 'jo' 'single' 'hai' 'page' 'like' 'kro' '!!' '!'],['lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'other' 'other']
124,['Sir' 'ji' 'thanks' 'u' 'r' 'great'],['lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1']
125,['There' 'is' 'every' 'chance' 'I' 'will' 'lose' 'faith' 'in' 'humanity' 'if' 'someone' 'even' 'dare' 'touch' 'Prof' '.' 'Kancha' 'Ilaiah' '.' ''],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'ne' 'other' 'lang1']
126,['same' 'here' 'bro' 'same' 'here' '..'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
127,"['I' 'still' 'can' ""n't"" 'believe' 'u' 'reply' 'back' '..' '..' '' 'quality' 'tech' 'youtuber' ':' 'b']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'ne' 'other' 'lang1']
128,['who' 'ever' 'true' 'desh' 'bakths' 'support' 'this' 'please' 'fight' 'with' 'your' 'state' 'to' 'dispose' 'the' 'nuclear' 'waste' 'produced' 'here' 'becos' 'the' 'so' 'called' 'electricity' 'produced' 'is' 'used' 'by' 'all' 'the' 'other' 'states' 'too'],['lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
129,"['Best' 'of' 'luck' '.' 'Virat' '..' '..' '..' ',' 'n' 'u' 'r' 'great' 'batsman' ',' 'play' 'well' 'n' 'my' 'whishes' 'with' '..' '..' '.' 'Virat' 'love' 'u']",['lang1' 'lang1' 'lang1' 'other' 'ne' 'other' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'ne' 'lang1' 'lang1']
130,['HAHAHAH' 'WE' 'ARE' 'DONE' 'FOR' 'THE' 'NIGHT'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
131,"['do' 'not' 'talk' 'politics' 'here' ',' 'when' 'one' 'points' 'finger' 'at' 'another' ',' 'three' 'point' 'at' 'you']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1']
132,['health' 'tips' 'by' 'dr' 'monikaa'],['lang1' 'lang1' 'lang1' 'lang1' 'ne']
133,['' 'I' 'read' 'one' 'article' 'by' 'sandeep' '..' 'I' 'think' 'zebpay' 'behaves' 'like' 'a' 'broker' 'not' 'exchange' '..' '.' 'I' 'am' 'sure' 'one' 'day' 'zebpay' 'will' 'close'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1']
134,['Another' 'Glorious' 'Knock' 'By' 'Run' 'Machine' 'of' 'India' '.' 'Today' 'well' 'played' 'by' 'Virat' 'Kohli' '.' 'Today' 'he' 'played' 'fantastically' '.' 'Aise' 'hi' 'Khelte' 'Jao' 'India' 'ke' 'liye' 'Virat' 'Bhai' '.' 'You' 'are' 'the' 'best' 'cricketer' 'in' 'the' 'world' '.' 'Good' 'Bless' 'You'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'ne' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1']
135,['Jai' 'Hind' 'Best' 'Pm' 'Best' 'India' 'Best' 'Modi' 'Sarkar' 'Hai' '?' 'Best' 'BharatKi' 'Army' 'Fir' 'Keon' 'Nari' 'Pe' 'Atteyachar' 'Hai' '?'],['lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'ne' 'lang2' 'lang2' 'other' 'lang1' 'ne' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
136,['Your' 'other' 'half' 'seems' 'to' 'in' 'the' 'influence' 'of' 'jihadi' 'group' 'stop' 'her' 'or' 'stay' 'away' 'from' 'her' '..' '..' '.'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other']
137,"['Holy' 'fuck' ',' 'so' 'unlucky' '.']",['lang1' 'lang1' 'other' 'lang1' 'lang1' 'other']
138,"['Chita' 'ki' 'chall' ',' 'baz' 'ki' 'nazar' ',' 'aur' 'virat' 'ki' 'batting' 'for' 'sandeh' 'nahi' 'karte' ',' 'kavi' 'vi' 'jeet' 'dila' 'sakte' 'hai']",['lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'ne' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
139,['varun' 'anand' 'onion' 'is' 'cost' 'more' 'than' 'a' 'bear'],['ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
140,['We' 'wanna' 'want' 'a' 'double' 'century' 'from' 'you' 'at' 'feroz' 'shah' 'kotla' 'stadium' '' '!!' '!!'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'ne' 'ne' 'lang1' 'other' 'other']
141,['' '' 'Defensively' 'weaker' 'than' 'Danilo' '..'],['other' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'other']
142,"['Is' ""n't"" 'Kors' 'a' 'homo']",['lang1' 'lang1' 'ne' 'lang1' 'lang1']
143,"['' '' 'I' 'did' ""n't"" 'know' 'that' 'she' 'is' 'in' 'Delhi' '.' 'No' 'at' 'that' 'time' 'I' 'was' 'also' 'having' 'my' 'Unit' 'tests' 'n' 'even' 'I' 'was' 'off' 'from' 'Twitter']",['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
144,['Nice' 'sir' 'Amitabh' 'Bachchan' 'ji' '..' 'is' 'a' 'joy'],['lang1' 'lang1' 'ne' 'ne' 'lang2' 'other' 'lang1' 'lang1' 'lang1']
145,"['Definitley' 'The' '70mm' 'show' 'will' 'b' 'very' 'entertataining' '&' 'with' 'his' 'life' 'time' 'experience' '&' 'memories' 'about' 'his' 'intresting' 'film' 'journey' 'Ur' 'Dad' 'will' 'rock' 'the' 'show' ',' 'U' 'r' 'looking' 'cute' 'in' 'each' '&' 'every' 'pic' 'from' 'Ur' 'Ladakh' 'schedule' 'while' 'shooting' 'of' 'Ur' 'film' 'Tubelight' ',' 'Ur' 'interaction' 'bring' 'happines' ',' 'always' 'b' 'happy' ':)']",['lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other']
146,['Happy' 'birthday' 'amit' 'ji' 'sir'],['lang1' 'lang1' 'ne' 'lang2' 'lang1']
147,['i' 'want' 'to' 'share' '1' 'topic'],['lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1']
148,"['Russia' 'is' 'India' ""'s"" 'congenial' 'partner' '.' 'USA' 'is' 'an' 'evil' 'hypocrite' 'power' 'like' 'China' '.' 'Both' 'backstab' 'when' 'they' 'see' 'their' 'first' 'cahance' '.']",['ne' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
149,['But' 'u' 'looking' 'gorgeous' ''],['lang1' 'lang1' 'lang1' 'lang1' 'ne']
150,"['' 'she' 'ai' ""n't"" 'made' 'for' 'konas' '.' 'she' ""'s"" 'made' 'to' 'be' 'the' 'centrestage' '.' ':p']",['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'mixed' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
