idx,words,lid,pos
32,"['RT' '@D_ki_Company' ':' 'Bahot' 'logon' 'ko' '#surgicalStrike' 'ki'
 'zarurat' 'hai' '.' 'Jaise' 'ki' ',' 'shopkeeper' 'giving' 'toffee' 'for'
 'change' ',' 'Aunty' 'who' 'keeps' 'asking' 'shaa']","['rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest' 'hi'
 'hi' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'hi']","['X' 'X' 'X' 'ADV' 'NOUN' 'ADP' 'X' 'ADP' 'NOUN' 'VERB' 'X' 'ADP' 'ADP'
 'X' 'NOUN' 'VERB' 'NOUN' 'ADP' 'VERB' 'X' 'NOUN' 'PRON_WH' 'VERB' 'VERB'
 'VERB']"
33,"['#Pakistani' 'SSG' 'Pigeons' 'Commander' 'Of' 'Special' '#SurgicalStrike'
 'In' 'India' '.....' 'Haha' 'Bara' '#Modi' 'Bana' 'Phirta' 'Hei'
 'Kaboter' 'Se' 'Jo' 'Darta' 'Hei' '.' '#UsmanAQ'
 'https://t.co/pmIo5Jwngm']","['rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'rest' 'rest' 'hi'
 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest']","['X' 'PROPN' 'NOUN' 'NOUN' 'ADP' 'ADJ' 'X' 'ADP' 'PROPN' 'X' 'PART'
 'PROPN' 'X' 'VERB' 'PART' 'PART' 'PART' 'ADP' 'PRON' 'PART' 'PART' 'X'
 'X' 'X']"
34,"['This' 'is' 'what' 'happens' 'when' 'a' 'chaiwala' 'turns' 'into'
 '#IndianPM' 'and' 'calls' 'For' '#SurgicalStrike' '#IndiaSochnaBhiNahi'
 'Choty' 'chae' 'garm' 'kr' ',' 'bheja' 'nhi']","['en' 'en' 'en' 'en' 'en' 'en' 'hi' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest'
 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi']","['DET' 'VERB' 'PRON_WH' 'VERB' 'ADV' 'DET' 'NOUN' 'VERB' 'ADP' 'X' 'CONJ'
 'VERB' 'ADP' 'X' 'X' 'NOUN' 'PART' 'NOUN' 'VERB' 'X' 'NOUN' 'PART_NEG']"
35,"['Thats' 'called' '#SurgicalStrike' 'in' 'india' ',' 'by' 'india' '.'
 'Apny' 'ghr' 'me' 'to' 'burai' 'rok' 'nai' 'skty' 'Or' 'bhonkty' 'hein'
 'Pakistan' 'k' 'bary' 'me' '#PAKArmyZindabad' 'https://t.co/P0dZvvEdVc']","['en' 'en' 'rest' 'en' 'rest' 'rest' 'en' 'rest' 'rest' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest'
 'rest']","['VERB' 'VERB' 'X' 'ADP' 'PROPN' 'X' 'ADP' 'PROPN' 'X' 'PRON' 'NOUN' 'ADP'
 'PART' 'CONJ' 'VERB' 'PART_NEG' 'VERB' 'CONJ' 'NOUN' 'VERB' 'PROPN' 'ADP'
 'NOUN' 'ADP' 'X' 'X']"
36,"['#Modi' 'ji' 'thanks' 'for' 'showing' 'what' '#intolerance' 'is' '..'
 'an' 'example' 'well' 'set' '..' 'aaj' 'mera' 'seena' 'sach' 'mein' '56'
 'inch' 'ka' 'ho' 'gya' '#SurgicalStrike']","['rest' 'hi' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en'
 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'hi' 'hi' 'hi' 'rest']","['X' 'PART' 'VERB' 'ADP' 'VERB' 'PRON_WH' 'X' 'VERB' 'X' 'DET' 'NOUN'
 'ADV' 'VERB' 'X' 'ADV' 'PRON' 'NOUN' 'ADV' 'ADP' 'NUM' 'NOUN' 'ADP'
 'VERB' 'VERB' 'X']"
37,"['RT' '@rjfahad' ':' '""' 'Pakistani' 'media' 'parrots' 'their' 'Govt'
 'line' '""' 'Humne' 'to' '#SurgicalStrike' 'ke' 'dheron' 'saboot' 'maang'
 'lie' 'Govt' 'se' '.' 'Hai' 'na' '?']","['rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'hi'
 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'rest' 'hi' 'hi' 'rest']","['X' 'X' 'X' 'X' 'ADJ' 'NOUN' 'NOUN' 'PRON' 'NOUN' 'NOUN' 'X' 'PRON'
 'PART' 'X' 'ADP' 'VERB' 'NOUN' 'NOUN' 'ADP' 'NOUN' 'ADP' 'X' 'VERB'
 'PART_NEG' 'X']"
38,"['RT' '@SharyOfficial' ':' 'dfa' 'abhi' 'to' 'party' 'shuro' 'hui' 'thi'
 'Apki' 'age' 'itni' 'ho' 'chuki' 'he' 'itne' 'der' 'kese' 'jagti' 'he'
 'rat' 'ko' '?' '#SurgicalStrike' 'Blocked' 'ht']","['rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'en' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'en' 'en']","['X' 'X' 'X' 'NOUN' 'ADV' 'PART' 'NOUN' 'NOUN' 'VERB' 'VERB' 'PRON' 'NOUN'
 'DET' 'VERB' 'PART' 'VERB' 'DET' 'VERB' 'PRON_WH' 'PART' 'VERB' 'NOUN'
 'ADP' 'X' 'X' 'VERB' 'VERB']"
39,"['Ye' 'toh' 'cheating' 'hai' 'Modi' 'ji' 'l' '...' 'Hum' 'toh' 'expect'
 'kar' 'rhe' 'the' 'strongest' 'reply' 'from' 'India' 'will' 'be' '""'
 'Kadi' 'Ninda' '""' 'but' 'Ye' '#Surgicalstrike' 'karwa' 'di']","['hi' 'hi' 'en' 'hi' 'rest' 'hi' 'hi' 'rest' 'hi' 'hi' 'en' 'hi' 'hi' 'hi'
 'en' 'en' 'en' 'rest' 'en' 'en' 'rest' 'hi' 'hi' 'rest' 'en' 'hi' 'rest'
 'hi' 'hi']","['DET' 'PART' 'NOUN' 'VERB' 'PROPN' 'PART' 'PRON' 'X' 'PRON' 'PART' 'VERB'
 'VERB' 'VERB' 'VERB' 'ADJ' 'NOUN' 'ADP' 'PROPN' 'VERB' 'VERB' 'X' 'ADJ'
 'NOUN' 'X' 'CONJ' 'DET' 'X' 'VERB' 'VERB']"
40,"['such' 'a' 'poor' 'nation' 'india' 'is' '.' 'raat' 'me' '#SaifAliKhan'
 'ki' 'movie' 'dekhi' 'subah' 'bole' '#SurgicalStrike' 'kr' 'di' 'hum'
 'ne' '.' 'acha' 'hota' 'ek' 'or' 'movie' 'bana' 'lete']","['en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'hi' 'hi' 'rest' 'hi' 'en' 'hi'
 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'en' 'hi'
 'hi']","['ADJ' 'DET' 'ADJ' 'NOUN' 'PROPN' 'VERB' 'X' 'NOUN' 'ADP' 'X' 'ADP' 'NOUN'
 'PART' 'PART' 'VERB' 'X' 'VERB' 'VERB' 'PRON' 'ADP' 'X' 'ADJ' 'VERB'
 'NUM' 'CONJ' 'NOUN' 'VERB' 'VERB']"
41,"['RT' '@life_hacker23' ':' 'BILAWAL' 'BHUTTO' '*' 'In' '2014' '*' 'Pura'
 'Kashmir' 'le' 'ke' 'rahenge' '*' 'Post' '#SurgicalStrike' '*' 'POK' 'me'
 'ab' 'ghuske' 'dikha' '*' 'At' 'present' '*' 'Bashir' 'aj']","['rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'rest' 'rest' 'hi' 'rest'
 'hi' 'hi' 'hi' 'rest' 'en' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi'
 'rest' 'en' 'en' 'rest' 'hi' 'hi']","['X' 'X' 'X' 'PROPN' 'PROPN' 'X' 'ADP' 'NUM' 'X' 'ADJ' 'PROPN' 'VERB'
 'ADP' 'VERB' 'X' 'NOUN' 'X' 'X' 'PROPN' 'ADP' 'ADV' 'NOUN' 'VERB' 'X'
 'ADP' 'ADJ' 'X' 'NOUN' 'ADV']"
42,"['Dear' '@ArvindKejriwal' 'its' '#SurgicalStrike' '&' 'nt' 'a' 'sex'
 'scandel' '.' 'Video' 'banao' ',' 'upload' 'karo' 'aur' 'bechne' 'ka'
 'kaam' '#AAP' 'karte' 'ho' ',' '#Indian' '#Army' 'nahi']","['en' 'rest' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'hi'
 'rest' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'rest' 'rest'
 'rest' 'hi']","['ADJ' 'X' 'VERB' 'X' 'CONJ' 'PART_NEG' 'DET' 'NOUN' 'NOUN' 'X' 'NOUN'
 'NOUN' 'X' 'VERB' 'VERB' 'CONJ' 'PART' 'ADP' 'NOUN' 'X' 'VERB' 'VERB' 'X'
 'X' 'X' 'PART_NEG']"
43,"['There' 'were' 'NO' '#SurgicalStrike' 'Strikes' 'according' 'to' 'the'
 'UN' 'Monitoring' 'Mission' '.' 'Bus' 'Batein' 'Karwa' 'lo' 'Indians'
 'se' 'https://t.co/chzWEuJSBh']","['en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest' 'hi'
 'hi' 'hi' 'hi' 'en' 'hi' 'rest']","['DET' 'VERB' 'PART_NEG' 'X' 'NOUN' 'VERB' 'PART' 'DET' 'PROPN' 'ADJ'
 'NOUN' 'X' 'PART' 'NOUN' 'VERB' 'VERB' 'NOUN' 'ADP' 'X']"
44,"['@ANI_news' 'Dalali' 'toh' 'tum' 'kerte' 'ho' ',' 'Jo' 'Army' 'Ke'
 '#SurgicalStrike' 'Ko' 'fake' 'Bolte' 'ho' '.' 'Shame' 'on' 'you' '.'
 '@OfficeOfRG']","['rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'en' 'hi' 'rest' 'hi' 'en'
 'hi' 'hi' 'rest' 'en' 'en' 'en' 'rest' 'rest']","['X' 'PROPN' 'PART' 'PRON' 'PART' 'VERB' 'X' 'PRON' 'NOUN' 'ADP' 'X' 'ADP'
 'ADJ' 'VERB' 'VERB' 'X' 'NOUN' 'ADP' 'PRON' 'X' 'X']"
45,"['@SankiMaanjhi' '@sanjaynirupam' '@narendramodi' 'ne' 'jo' 'kiya'
 '#SurgicalStrike' 'wo' 'koi' 'aur' 'nahi' 'kar' 'sakta' '.' 'Other'
 'parties' 'should' 'learn' 'from' 'this']","['rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest' 'en' 'en' 'en' 'en' 'en' 'en']","['X' 'X' 'X' 'ADP' 'PRON' 'VERB' 'X' 'PRON' 'DET' 'CONJ' 'PART_NEG' 'VERB'
 'VERB' 'X' 'ADJ' 'NOUN' 'VERB' 'VERB' 'ADP' 'DET']"
46,"['Sir' 'Gaal' 'per' 'chata' 'hai' ',' 'ir' 'bhi' 'he' ""didn't"" 'touch'
 'me' ',' 'we' 'need' '2' 'ask' 'pak' 'wat' 'is' 'their' 'definition' 'of'
 '""' 'touch' '""' '...' '#SurgicalStrike' 'https://t.co/v9m3Y9jOaD']","['en' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'en' 'en' 'en' 'en' 'rest' 'en'
 'en' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest'
 'rest' 'rest' 'rest']","['NOUN' 'PART' 'ADP' 'PART' 'VERB' 'X' 'PART' 'PART' 'PRON' 'VERB' 'VERB'
 'PRON' 'X' 'PRON' 'VERB' 'NUM' 'VERB' 'PROPN' 'PRON' 'VERB' 'PRON' 'NOUN'
 'ADP' 'X' 'NOUN' 'X' 'X' 'X' 'X']"
47,"['Pakistan' 'mein' '2nd' 'sabse' 'zyada' 'bola' 'jaane' 'wala' 'angrezi'
 'shabd' ':' '""' 'Surgical' 'Strike' '""' 'Pehla' 'abhi' 'bhi' 'wahi' 'h'
 ':' '""' 'Our' 'boys' 'played' 'well' '""' '#SurgicalStrike']","['rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'en'
 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'en' 'en' 'en' 'en'
 'rest' 'rest']","['PROPN' 'ADP' 'NUM' 'DET' 'NOUN' 'VERB' 'VERB' 'PART' 'PART' 'PART' 'X'
 'X' 'NOUN' 'NOUN' 'X' 'NOUN' 'ADV' 'PART' 'DET' 'VERB' 'X' 'X' 'PRON'
 'NOUN' 'VERB' 'ADV' 'X' 'X']"
48,"['RT' '@SUMERNAIN1' ':' 'SURGICAL' 'STRIKE' 'KI' 'VEDIO' 'CLIP' 'STUDIO'
 'ME' 'TAYYAR' 'KI' 'JAA' 'RAHI' 'HE' 'KRIPYA' 'BHAKT' 'JAN' 'THODA'
 'INTEZAR' 'KARE' '...' '#SURGICALSTRIKE' '@Ashok']","['rest' 'rest' 'rest' 'en' 'en' 'hi' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest']","['X' 'X' 'X' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'ADJ' 'NOUN' 'ADP' 'PART' 'ADP'
 'VERB' 'VERB' 'VERB' 'PART' 'NOUN' 'PART' 'ADV' 'NOUN' 'VERB' 'X' 'X' 'X']"
49,"['@gauravcsawant' 'are' 'u' 'can' 'show' 'the' 'Bodies' 'of' 'terrorists'
 'Publicly' '.' 'Hum' 'bhe' 'tu' 'dekhy' 'k' 'wo' 'kesy' 'sher' 'jin' 'ny'
 '#SurgicalStrike' 'walu' 'ko' '3' 'din' 'Nchaya']","['rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'rest' 'hi' 'hi']","['X' 'VERB' 'PRON' 'VERB' 'VERB' 'DET' 'NOUN' 'ADP' 'NOUN' 'ADV' 'X'
 'PRON' 'PART' 'PRON' 'PART' 'ADP' 'PRON' 'PART' 'NOUN' 'DET' 'ADJ' 'X'
 'NOUN' 'ADP' 'NUM' 'NOUN' 'VERB']"
50,"['RT' '@Babu_Bhaiyaa' ':' ""Don't"" 'mess' 'with' 'Indian' 'Army' '&'
 'Unsubtledesi' 'ji' '..' 'Army' 'k' '#SurgicalStrike' 'se' 'bach' 'bhi'
 'gaye' 'to' 'inke' 'strike' 'se' 'bachna' 'mushkil' 'h']","['en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'rest'
 'en' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi']","['X' 'X' 'X' 'VERB' 'VERB' 'ADP' 'ADJ' 'NOUN' 'CONJ' 'NOUN' 'PART' 'X'
 'NOUN' 'ADP' 'X' 'ADP' 'NOUN' 'PART' 'VERB' 'PART' 'PRON' 'NOUN' 'ADP'
 'NOUN' 'PROPN' 'VERB']"
51,"['RT' '@Ingenuous__' ':' 'Pak' 'Ka' 'Dusra' 'Sabse' 'Jyada' 'Bola' 'Jane'
 'Wala' 'Angreji' 'Shabd' ':' '#SurgicalStrike' 'Pehla' 'Abhi' 'Bhi'
 'Wahi' 'Hai' ':' '""' 'Our' 'Boys' 'Played' 'Well' '""']","['rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'en' 'en' 'en' 'en'
 'rest']","['X' 'X' 'X' 'PROPN' 'ADP' 'NOUN' 'DET' 'ADJ' 'VERB' 'PART' 'PART' 'PART'
 'PART' 'X' 'X' 'NOUN' 'ADV' 'PART' 'DET' 'VERB' 'X' 'X' 'PRON' 'NOUN'
 'VERB' 'ADV' 'X']"
52,"['@TimesNow' 'this' 'is' 'known' 'as' '""' 'urrta' 'teer' 'pakarna' '""' '.'
 '#surgicalstrike' 'pe' 'phass' 'k' 'reh' 'Gaye' 'becharay' 'karnay'
 'walay' '!']","['rest' 'en' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['X' 'DET' 'VERB' 'VERB' 'ADP' 'X' 'NOUN' 'DET' 'NOUN' 'X' 'X' 'X' 'ADP'
 'PART' 'ADP' 'VERB' 'VERB' 'PART' 'PART' 'PART' 'X']"
53,"['#SurgicalStrike' 'b4' '1947' 'butt' 'k' 'rahay' 'ga' 'hindustan' 'ban'
 'k' 'rahay' 'ga' 'Pakistan' ',' 'nd' 'now' 'again' 'na' 'rahay' 'ga'
 'hindustan' 'ban' 'k' 'rahay' 'ga' 'khalistan']","['rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi'
 'rest' 'rest' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi'
 'rest']","['X' 'ADP' 'NUM' 'NOUN' 'ADP' 'NOUN' 'VERB' 'PROPN' 'VERB' 'ADP' 'NOUN'
 'VERB' 'PROPN' 'X' 'CONJ' 'ADV' 'ADV' 'PART_NEG' 'NOUN' 'VERB' 'PROPN'
 'VERB' 'ADP' 'NOUN' 'VERB' 'PROPN']"
54,"['@HafizSaeedNow' 'its' 'we' '#India' 'karle' 'teri' 'gand' 'mein' 'ya'
 'lode' 'mein' 'dum' 'hai' 'jo' 'katwe' '..' '#SurgicalStrike' 'was'
 'just' 'a' 'trailer' '..' 'picture' 'abhi' 'baki' 'hai']","['rest' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'hi' 'hi' 'hi']","['X' 'VERB' 'PRON' 'X' 'VERB' 'PRON' 'NOUN' 'ADP' 'CONJ' 'NOUN' 'ADP'
 'NOUN' 'VERB' 'PRON' 'NOUN' 'X' 'X' 'VERB' 'ADV' 'DET' 'NOUN' 'X' 'NOUN'
 'ADV' 'NOUN' 'VERB']"
55,"['He' 'crossed' 'LOC' 'by' 'mistake' 'and' 'Pak' 'ne' 'us' 'ko' 'Bannu'
 'k' 'Pathanun' 'k' 'hawaly' 'ker' 'dya' 'by' 'mistake' '.' 'Rest' 'U'
 'know' '.' 'Lol' '#SurgicalStrike' '#WellDonePakArmy'
 'https://t.co/9L4sBQzjhT']","['en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'en' 'rest'
 'rest' 'rest']","['PRON' 'NOUN' 'PROPN' 'ADP' 'NOUN' 'CONJ' 'PROPN' 'ADP' 'DET' 'ADP'
 'PROPN' 'ADP' 'NOUN' 'ADP' 'NOUN' 'VERB' 'NOUN' 'ADP' 'NOUN' 'X' 'VERB'
 'PRON' 'VERB' 'X' 'X' 'X' 'X' 'X']"
56,"['RT' '@Being_Sparrow' ':' 'Pakistani' 'Army' 'Fair' '&' 'Lovely' 'Lgati'
 'rh' 'gyi' '...' 'Or' 'LOC' 'me' 'Indian' 'Army' '#SurgicalStrike' 'kr'
 'k' 'aa' 'gai' '...' 'https://t.co/Rr7MhA']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'en' 'hi' 'hi' 'hi' 'rest'
 'hi' 'rest' 'hi' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest']","['X' 'X' 'X' 'ADJ' 'NOUN' 'NOUN' 'CONJ' 'ADJ' 'NOUN' 'VERB' 'VERB' 'X'
 'CONJ' 'PROPN' 'ADP' 'ADJ' 'NOUN' 'X' 'VERB' 'ADP' 'VERB' 'PART' 'X' 'X']"
57,"['RT' '@SharyOfficial' ':' '#SurgicalStrike' 'ops' 'Remember' 'ya' 'r'
 'Pakistanio' 'in' 'Endian' 'Toilets' 'walo' 'yad' 'karao' 'yeh' 'Rt'
 '@narendramodi' 'koun' 'khoti' 'Sarka']","['rest' 'rest' 'rest' 'rest' 'en' 'en' 'hi' 'hi' 'hi' 'en' 'en' 'en' 'hi'
 'hi' 'hi' 'hi' 'rest' 'rest' 'hi' 'hi' 'hi']","['X' 'X' 'X' 'X' 'NOUN' 'VERB' 'CONJ' 'ADJ' 'NOUN' 'ADP' 'PROPN' 'NOUN'
 'PART' 'PART' 'PART' 'DET' 'X' 'X' 'PART' 'X' 'NOUN']"
58,"['#SurgicalStrike' 'exposed' 'the' 'true' 'face' 'of' 'our' 'politicians'
 '.' 'Ek' 'teer' 'se' 'do' 'nishan' ',' 'ek' 'Pakistan' 'aur' 'dusra'
 'netas' 'by' 'our' 'Indian' 'Army' '.' 'Great' 'Job' '!']","['rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest' 'hi' 'rest' 'hi' 'hi' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'en'
 'rest']","['X' 'VERB' 'DET' 'ADJ' 'NOUN' 'ADP' 'PRON' 'NOUN' 'X' 'NUM' 'PART' 'ADP'
 'VERB' 'PART' 'X' 'NUM' 'PROPN' 'CONJ' 'NOUN' 'NOUN' 'ADP' 'PRON' 'ADJ'
 'NOUN' 'X' 'ADJ' 'NOUN' 'X']"
59,"['tweets' 'ki' 'authentically' 'pochany' 'waly' '#SurgicalStrike' 'ki'
 'authentically' 'pe' 'to' 'bolty' 'ni' '!' 'LOL' 'e' 'ho' 'gya' '!'
 'https://t.co/KfAwqIxDdh']","['en' 'hi' 'en' 'hi' 'hi' 'rest' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'rest'
 'rest' 'hi' 'hi' 'hi' 'rest' 'rest']","['VERB' 'ADP' 'ADV' 'ADJ' 'NOUN' 'X' 'ADP' 'ADV' 'ADP' 'PART' 'VERB'
 'PART_NEG' 'X' 'X' 'PROPN' 'VERB' 'VERB' 'X' 'X']"
60,"['RT' '@meAGhosh' ':' 'Kyu' 'Ankit' '??' 'LAL' 'kyu' 'hui' 'padi' 'hai'
 'tumhari' '??' 'Wo' 'Modi' 'Ji' 'ke' 'decision' 'par' 'hi' 'border'
 'cross' 'kar' '#SurgicalStrike' 'kiye' 'the' '..' 'https']","['rest' 'rest' 'rest' 'hi' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest' 'hi' 'rest' 'hi' 'hi' 'en' 'hi' 'hi' 'en' 'en' 'hi' 'rest' 'hi'
 'hi' 'rest' 'rest']","['X' 'X' 'X' 'PRON_WH' 'PROPN' 'X' 'PROPN' 'PRON_WH' 'VERB' 'VERB' 'VERB'
 'PRON' 'X' 'PRON' 'PROPN' 'PART' 'ADP' 'NOUN' 'ADP' 'PART' 'NOUN' 'ADJ'
 'VERB' 'X' 'VERB' 'VERB' 'X' 'X']"
61,"['Now' 'indian' 'politicians' 'demand' 'proof' 'of' 'Indian'
 '#SurgicalStrike' ':p' 'Yaar' 'Pehle' 'Ghur' 'ma' 'tu' 'Sabit' 'Kero'
 'https://t.co/OtafRr7AvZ']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest']","['ADV' 'ADJ' 'NOUN' 'VERB' 'NOUN' 'ADP' 'ADJ' 'X' 'X' 'DET' 'ADV' 'PART'
 'NOUN' 'PRON' 'PART' 'PART' 'X']"
62,"['#surgicalstrike' 'jo' 'surgikalstrike' 'ke' 'sabut' 'chahta' 'h'
 '@kejri' '@nirupam' '@digvijay' 'inki' 'G' 'me' 'dum' 'ho' 'to' 'next'
 'strike' 'me' 'army' 'ke' 'sath' 'chale' 'jana' '.']","['rest' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'en' 'en' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'rest']","['X' 'PRON' 'NOUN' 'ADP' 'NOUN' 'NOUN' 'VERB' 'X' 'X' 'X' 'PRON' 'PART'
 'ADP' 'NOUN' 'VERB' 'PART' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'ADP' 'ADP' 'VERB'
 'VERB' 'X']"
63,"['Salute' 'to' 'the' 'Army' '....' 'I' 'am' 'proud' 'of' 'our' 'army'
 '...' 'Jay' 'hind' '...' 'Jay' 'Bharat' 'Bharat' 'Mata' 'ki' 'Jay'
 '#Surgicalstrike']","['en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'hi' 'hi'
 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['VERB' 'PART' 'DET' 'NOUN' 'X' 'PRON' 'VERB' 'ADJ' 'ADP' 'PRON' 'NOUN'
 'X' 'VERB' 'PROPN' 'X' 'VERB' 'PROPN' 'PROPN' 'NOUN' 'ADP' 'VERB' 'X']"
64,"['Joke' 'of' 'the' 'day' '...' 'Jumped' 'red' 'light' ',' 'caught' 'by'
 'police' 'walah' ',' 'gave' 'him' '1000' 'ka' 'note' '.' 'Police'
 'walah-' 'Sir' '100' 'hi' 'de' 'do' '...' '#surgicalstrike']","['en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'hi'
 'rest' 'en' 'en' 'rest' 'hi' 'en' 'rest' 'en' 'hi' 'en' 'rest' 'hi' 'hi'
 'hi' 'rest' 'rest']","['NOUN' 'ADP' 'DET' 'NOUN' 'X' 'VERB' 'ADJ' 'NOUN' 'X' 'VERB' 'ADP' 'NOUN'
 'NOUN' 'X' 'VERB' 'PRON' 'NUM' 'ADP' 'NOUN' 'X' 'NOUN' 'NOUN' 'NOUN'
 'NUM' 'PART' 'VERB' 'VERB' 'X' 'X']"
65,"['Where' 'is' '#ArnabGoswami' '??' 'Where' 'is' '??' 'I' 'am' 'going' 'to'
 'buy' 'licencey' 'katta' '.' 'agar' 'ab' 'nahi' 'bola' 'to' 'kabhi'
 'nahi' 'bolega' '.' '@justicarnab' '#SurgicalStrike']","['en' 'en' 'rest' 'rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en'
 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest']","['PRON_WH' 'VERB' 'X' 'X' 'PRON_WH' 'VERB' 'X' 'PRON' 'VERB' 'VERB' 'PART'
 'VERB' 'NOUN' 'VERB' 'X' 'CONJ' 'ADV' 'PART_NEG' 'VERB' 'PART' 'ADV'
 'PART_NEG' 'VERB' 'X' 'X' 'X']"
