idx,words,lid
78,"['@mkhkopite' 'ho' 'k' '@RandeepHooda' 'sent' 'me' 'a' 'DM' 'sayin' 'he'
 'ks' 'single' 'hehehe']","['other' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1']"
79,"['@anshuc003' 'Wowowowowwww' 'woww' 'wowowowwww' 'go' 'n' 'watch' 'chito'
 'chito' ':)' ')']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2'
 'other' 'other']"
80,"['@kryshuriti' 'Arjit' 'le' 'bihe' 'gardyo' 'so' 'aba' 'hooda' 'lai'
 'herdini' ':D']","['other' 'ne' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
81,"['@Electric__eye' 'Hahaha' ':D' 'haii' '.' 'Ramro' 'bato' 'bhako' 'pahad'
 'renta' 'suppose' ';)']","['other' 'lang1' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'other']"
82,"['@AditiAryal_' 'bahini' 'nice' 'DP' '..' 'yo' 'photo' 'herera' 'i'
 'remember' 'VDJS' 'ko' 'saano' 'aditi' ':)' ')']","['other' 'lang2' 'lang1' 'lang1' 'other' 'lang2' 'lang1' 'lang2' 'lang1'
 'lang1' 'ne' 'lang2' 'lang2' 'ne' 'other' 'other']"
83,"['Highway' 'hangover' 'bho' 'yarr' ':D' 'such' 'a' 'wonderful' 'movieee'
 ':-)' 'i' 'wishhhh' 'Mr' '.' 'Hooda' 'kidnapped' 'me' 'instead' ';)' ')']","['ne' 'lang1' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'lang1' 'lang1' 'lang1'
 'other' 'other']"
84,"['@nishchaldhakal' 'hehehe' 'huss' 'this' 'time' 'i' ""won't"" ':)'
 '@TheInsaneBoi']",['other' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
85,"['@frankierimal' 'Sapana' 'ma' 'ni' 'manche' 'ko' 'mukh' 'dekhya' 'hola'
 'ni' '??' 'Ki' 'bhoot' 'lai' 'dekhyau' '?' 'Hehehe']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1']"
86,"['@nishchaldhakal' 'Hehehe' 'nice' ':)' 'teii' 'ma' 'ni' 'aba' 'gunday'
 'ghar' 'mai' 'dvd' 'bata' 'herdina' 'parla' ':D']","['other' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'ne'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other']"
87,"['@nishchaldhakal' 'Hahaha' 'haii' ':D' 'maile' 'teii' 'bhaera' 'hijai'
 'hereko' 'k' 'qfx' 'ko' 'site' 'ma' 'ani' 'highway' 'herdeko' '.' ':)']","['other' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'ne' 'lang2' 'lang1' 'lang2' 'lang2' 'ne' 'lang2' 'other' 'other']"
88,"['@nishchaldhakal' 'ma' 'ni' 'jhandaii' 'gunday' 'herna' 'lagya' 'the'
 'haha' ':D' 'I' 'just' 'watched' 'highway' '..' 'atttiii' 'babaaaal' ':D'
 'worth' 'a' 'watch' ':)' ')']","['other' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang2' 'lang2' 'other'
 'lang1' 'lang1' 'lang1' 'other' 'other']"
89,"['@gibberishmock' 'Hehehe' 'huss' ':)' 'go' 'n' 'watch' 'fast' 'damiiii'
 'cha' ':D']","['other' 'lang1' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2'
 'lang2' 'other']"
90,"['Amaazinggg' 'movieee' '...' 'loved' 'it' ':)' 'imtiaz' 'ali' 'ko' 'one'
 'of' 'the' 'best' 'till' 'date' ':-)' '#Highway']","['lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'ne' 'ne' 'lang2' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne']"
91,"['@__Comedian_' 'Yep' 'ramro' 'cha' 'haii' ':)' 'eminem' 'wala' 'ni'
 'ramro' 'chaa' ""'?:"" '-)']","['other' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'ne' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'other']"
92,"['@__Comedian_' 'Yeah' 'hai' '.' 'Ajalai' 'sunihale' 'so' 'aba' 'take'
 'off' 'nagare' 'ni' 'kei' 'chaina' ':)' ')']","['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
93,['@OutlanderOne' 'Hehehe' ';)' ';)' 'la' 'be' 'more' 'sad' ':D'],['other' 'lang1' 'other' 'other' 'lang2' 'lang1' 'lang1' 'lang1' 'other']
94,"['@OutlanderOne' 'No' 'but' '..' 'butt' '..' 'hyaa' 'haha' 'la' 'except'
 'that' ':D']","['other' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang2' 'lang1' 'lang2'
 'lang1' 'lang1' 'other']"
95,"['@Jaw_Knock' 'Ohoo' 'haii' '.' 'C' 'momo' 'is' 'gajjabb' '!!' ':D' 'nice'
 'taste' 'u' 'got' ':)' ')']","['other' 'lang2' 'lang2' 'other' 'ne' 'ne' 'lang1' 'lang2' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']"
96,"['@Jaw_Knock' 'Ahh' 'so' ""you're"" 'more' 'of' 'a' 'titaura' 'kinda' 'guy'
 ',' 'tyo' 'pani' 'gajjab' ':D' '(' 'still' 'its' 'iceeee' 'creeeeaaaammm'
 '^_^)' 'hehehe']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2'
 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1']"
97,"['@Jaw_Knock' 'Howw' '??' 'And' 'whyyy' '???' 'Its' 'ice'
 'creeeeaaaammmmmmmmm' 'ke' ':D']","['other' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang2' 'other']"
98,"['@aakarpost' 'Ohh' 'no' 'no' 'no' 'no' 'noooo' 'plzz' 'plzzz' 'nai'
 'naiii' ':D']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang2' 'lang2' 'other']"
99,"['@nijerp' '1' 'week' 'mai' 'etro' '!' ':O' 'ammamaaa' 'thulo' 'manche'
 'haruko' 'aba' 'kyaa' 'baat' 'karna' ':D' ';)' '@arjbasnet']","['other' 'other' 'lang1' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'other' 'other' 'other']"
100,"['How' 'ironical' 'when' 'bihe' 'ko' 'janti' 'maa' 'band' 'baajaa' 'play'
 ""'"" 'no' 'no' 'no' 'no' 'no' 'entry' ""'"" 'hahaha' ':D' ':D']","['lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'other' 'other']"
101,"['@engine_neear' 'Thanku' '^_^' ':P' 'kya' 'dami' 'cha' 'hai' 'header'
 'hehe']","['other' 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang1']"
102,"['@mkhkopite' 'Oh' 'no' '!' 'Haha' ':D' 'huss' 'sadhai' 'jitos' 'bhanchu'
 ':)' ')']","['other' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other']"
103,"['@mkhkopite' 'Hehehe' 'nakkali' 'hoina' 'bhaiii' 'sakkali' 'khana' 'man'
 'laagyooo' ':P' 'congrts' 'btw' ':D' 'n' 'thnks' ':)']","['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other']"
104,"['@SairasKaji' 'Ehh' 'I' ""don't"" 'care' 'aile' 'I' 'wanna' 'have'
 'vanilla' 'nai' '.' 'Enjoyyyy' 'sairii' 'kairiii' ':P']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1'
 'ne' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'other']"
105,['Vanilla' 'ice' 'cream' 'khana' 'man' 'lageko' 'awasthaa' '.'],['ne' 'ne' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
106,"['@prawesk' 'Ahh' '.' 'Still' ',' 'lucky' 'girl' 'she' 'is' ':D' 'heheheh']","['other' 'lang2' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1']"
107,['Viber' 'stickers' 'are' 'so' 'awesomely' 'cuteee' 'ke' '^_^'],['ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'other']
108,"['@Jangiz_' 'Dhika' 'hoina' 'k' 'j' 'lagyo' 'teii' 'tweet' 'garne' 'ho'
 ':-)' 'hehehe']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'other' 'lang1']"
109,['@Jangiz_' 'Age' 'ko' 'LOL'],['other' 'lang1' 'lang2' 'lang1']
110,"['@arjbasnet' 'Sure' ':-)' 'just' 'plzz' '1' 'day' 'agadi' 'chai'
 'bhandeu' 'hai' ':D']","['other' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']"
111,"['@arjbasnet' '@nijerp' 'tyaa' 'hera' 'na' 'naya' 'follower' 'ko' 'jana'
 'sankhya' ':D']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'other']"
112,"['@dg_no_9' 'Line' 'ma' 'ta' 'sadhai' 'hunchuu' 'jasle' 'jitcha' 'jasto'
 'lagcha' 'teii' 'tweet' 'garchu' 'teti' 'matra' 'ho' ':-)']","['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
113,['@dg_no_9' 'Jitcha' 'jitcha' 'worry' 'not' ':-)'],['other' 'lang2' 'lang2' 'lang1' 'lang1' 'other']
114,"['@nijerp' 'Maaai' 'GOD' '24' 'new' 'followers' ';)' ')' 'nasaknu' 'cha'
 'bhai' 'lai' ':D']","['other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'other']"
115,"['@aakarpost' 'Hahaha' ':P' '(' 'aba' 'ta' 'bujhchu' ')' 'yes' 'plzz' '?'
 ':D']","['other' 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang1' 'other' 'other']"
116,"['@aavaas_412' 'Aun' 'haha' 'bistaarai' 'tyo' 'pani' 'try' 'gardai' 'chuu'
 ';)' ')']","['other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'other' 'other']"
117,"['@aavaas_412' 'Hehehe' '.' 'Umm' 'bhanna' 'sakinna' ':P' 'shayad' 'SA'
 'shayad' 'Australia' 're' 'k' ';)' '/']","['other' 'lang1' 'other' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang1'
 'lang2' 'ne' 'lang2' 'lang2' 'other' 'other']"
118,"['@aavaas_412' 'Hehehe' 'haii' '.' 'Time' 'pass' '+' 'free' 'ma' 'comedy'
 'ni' 'herna' 'paiincha' 'lol']","['other' 'lang1' 'lang2' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang2'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang1']"
119,"['@aavaas_412' 'Krishna-' 'the' 'power' 'on' 'earth' 'herira' 'ho' '?'
 ':D' 'LOL']",['other' 'ne' 'ne' 'ne' 'ne' 'ne' 'lang2' 'lang2' 'other' 'other' 'lang1']
120,['@anshuc003' 'Le' 'trio' ':D' 'but' 'thts' 'in' 'patan' ':-)'],['other' 'ne' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'other']
121,"['@nijerp' 'hehehe' '.' 'hyatteri' ',' 'shyaat' 'bhaecha' 'ni' 'ta' ':D'
 'next' 'time' ':)' ')']","['other' 'lang1' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1' 'lang1' 'other' 'other']"
122,['@nijerp' 'hai' 'haii' ':D' 'hehe' 'thanku' '^_^'],['other' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'other']
123,"['@niraj_1974' 'your' 'treat' '?' 'Amoii' 'kati' 'sweet' '.' ""I'll"" 'let'
 'u' 'know' 'kaile' 'hai' 'ta' 'heheheh' ':P' ':P' '@saisuvi']","['other' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other'
 'other']"
124,"['TL' 'bhari' 'highway' 'kai' 'kuraa' 'cha' 'yarrr' '...' '@saisuvi'
 'chito' 'milaa' 'saaley' '!!' 'Kasto' 'busy' 'bhaako' ':D']","['ne' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'other']"
125,"['@nishchaldhakal' 'Hahaha' 'haiii' '.' 'I' 'am' 'thinking' 'the' 'same'
 ':D']","['other' 'lang1' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other']"
126,['@sabinDevil' 'Jawaan' 're' 'hahaha' ':D' 'joke' 'joke' ';)' ')'],['other' 'lang2' 'lang2' 'lang1' 'other' 'lang1' 'lang1' 'other' 'other']
127,"['@sabinDevil' 'Hehehehe' '.' 'Aun' 'maile' 'ni' 'agi' 'dekhi' 'teii' 'ta'
 'bhanya' 'ho' 'ni' 'hajurle' 'kura' 'na' 'bujhya' ':P' 'jacket' 'atill'
 'grey' ';)']","['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang1' 'lang2' 'lang1' 'other']"
128,['@dotNP' 'Usle' 'achel' 'twitter' 'ali' 'kum' 'chalaauche' ':D'],['other' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'other']
129,"['@sabinDevil' 'Ma' 'ta' 'just' 'sweet' '16' 'po' 'ho' 'ta' ':D' 'ke'
 'bhanya' 'hola' '.' 'Buda' 'budi' 'manche' 'sablai' 'afai' 'jasto'
 'dekhne' 'k' ':P']","['other' 'lang2' 'lang2' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
130,"['@sabinDevil' 'Jawani' 'ke' 'din' 'chalegae' ':P' 'ab' 'toh' 'aap' 'budo'
 'manche' 'ho' ':P']","['other' 'other' 'lang2' 'lang2' 'other' 'other' 'other' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'other']"
131,"['@sristee44' 'Ma' 'ta' 'always' 'nivea' '..' 'bich' 'ma' 'vlcc' 'use'
 'garya' 'm' 'back' 'to' 'nivea' 'only' ':-)']","['other' 'lang2' 'lang2' 'lang1' 'ne' 'other' 'lang2' 'lang2' 'lang1'
 'lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'other']"
132,"['@sabinDevil' 'Ufff' 'keii' 'hoina' 'hajur' 'chai' 'budo' 'bhako' 'ho'
 '.' 'Hence' 'proved' 'hehehd']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1' 'lang1' 'lang1']"
133,"['@sristee44' 'mero' 'case' 'ma' 'ta' 'I' 'find' 'the' 'lost' 'ones'
 'after' 'I' 'get' 'a' 'new' 'one' 'hehe']","['other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']"
134,"['@sabinDevil' 'LOL' '#fail' ':P' 'guffadi' '.' 'Grey' 'hoodie' 'lairachu'
 ':D']","['other' 'lang1' 'lang1' 'other' 'lang2' 'other' 'lang1' 'lang1' 'lang2'
 'other']"
135,"['@sabinDevil' 'Kasto' 'danger' 'akha' 'ho' 'ta' 'baafre' ':P' 'ki' 'via'
 'satellite' 'herdeko' '?' ';)']","['other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang1' 'lang1' 'lang2' 'other' 'other']"
136,"['@sabinDevil' 'K' 'ko' 'LOL' 'ho' 'kati' 'ramaailo' 'song' 'po' 'cha'
 'ta' ':D']","['other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'other']"
137,"['@niraj_1974' 'Sabai' 'social' 'media' 'bata' 'gayaab' 'hunchu' 'aba'
 'naherunjel' 'samma' ':D' '(' 'plzzzz' 'nagarisyo' 'hai' ')']","['other' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'lang1' 'lang2' 'lang2' 'other']"
138,['@Always_RedDeviL' 'aun' 'aja' 'mood' 'chalya' 'cha' ':D'],['other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other']
139,"['@freakamu' '@putalithapa' 'amoii' ':)' 'how' 'sweet' '!' 'Hope' 'you'
 'two' 'stay' 'together' 'forever' ':)']","['other' 'other' 'lang2' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
140,"['@saralakhil' 'Ho' 'ni' ',' 'HOPE' 'is' 'everything' '!!']",['other' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'other']
141,"['@aakarpost' 'Right' 'now' 'I' 'am' 'listening' 'to' 'Narayan' 'Gopal'
 'which' 'shall' 'be' 'followed' 'by' 'some' 'Nepali' 'and' 'Hindi'
 'Classics' '.' 'I' 'listen' 'to' 'all' 'types' ':)']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
142,['@aakarpost' 'Huss' ':)' 'Tyo' 'pani' 'cha' 'mero' 'playlist' 'maa' ':)'],"['other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'other']"
143,['@Jangiz_' 'Ohooo' '.' 'Dangerr' 'hai' 'dangerrrr' ':D'],['other' 'lang1' 'other' 'lang1' 'lang2' 'lang1' 'other']
144,"['@agaazo' 'That' 'isnt' 'swastik' '.' 'It' 'is' 'OM' ':)' 'and' 'that'
 ""'s"" 'my' 'tattoo' '!!' ':D' 'ani' 'its' 'cool' 'with' 'me' 'if' 'ur'
 'an' 'atheist' ',' 'personal' 'choice' ':-)']","['other' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'ne' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang2' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'other']"
145,"['@niraj_1974' 'Hahahaha' 'kati' 'janne' 'badta' '-' '.' '-' 'hajurle'
 'bhyaunai' 'pardaina' 'ma' 'aru' 'sangai' 'gaira' 'ho' 'FYI' ':P'
 '@aakarpost']","['other' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other'
 'other']"
146,"['@aakarpost' '@niraj_1974' 'mero' 'ta' 'aru' 'sangai' 'plan' 'banisakyo'
 ',' 'you' 'both' 'can' 'go' 'n' 'watch' 'Alia' ';)' 'hehehe']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1']"
147,"['@Jangiz_' 'Haii' 'haiii' ':)' 'story' 'babaaal' 'hola' 'jasto' 'cha'
 ':D']","['other' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'other']"
148,"['@niraj_1974' ""Don't"" 'keep' 'hmm-ing' 'go' 'n' 'watch' 'ur' 'fav'
 'heroni' 'ko' 'muvi' ':P' '@aakarpost']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang2' 'lang2' 'lang1' 'other' 'other']"
149,"['@Jangiz_' 'Hehehe' 'hoina' 'but' 'highway' 'chai' 'ekdumm' 'herna' 'man'
 'cha' 'k']","['other' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']"
150,"['@saw_MUFC' 'Aun' 'maile' 'pani' 'sunya' 'ho' 'tara' 'aba' 'highway'
 'herne' 'mood' 'banisakyo' ':D']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'lang1' 'lang2' 'other']"
151,"['@Always_RedDeviL' 'Hehehe' ':D' 'kya' 'has' 'uthdo' 'laagyo' 'k' 'ani'
 'tweet' 'handuhaleko']","['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'lang2']"
152,['@Aditya_Kat0ch' 'U' 'too' 'tc' ':)' 'good' 'night'],['other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1']
153,"['@mkhkopite' 'Hehehehe' '.' 'Sab' 'topper' 'haru' 'testai' 'ho' ':P'
 'lol' 'jokes' ',' 'i' 'dnt' 'like' 'coursr' 'books' 'too' ':-)']","['other' 'lang1' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other']"
154,"['@mkhkopite' 'Source' 'of' 'information' 'disclose' 'garna' 'hunna' 're'
 ':P' 'hehehe']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'other'
 'lang1']"
155,"['@mkhkopite' 'Guff' 'hanchau' 'bhai' '.' 'Timi' 'ta' 'topper' 'bhanne'
 'maile' 'halla' 'sunya' 'cha' 'market' 'bhari' ':P']","['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other']"
156,"['@anupdgn' ""they're"" 'not' 'semi' ',' 'purai' 'circle' 'huncha' ',' 'and'
 'they' 'are' 'dark' ',' 'hence' 'the' 'name' ':D']","['other' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang1' 'lang2' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other']"
157,"['@engine_neear' 'Hehehe' 'not' 'exactly' 'daju' 'bhai' 'didi' 'bahini'
 'but' 'its' 'better' 'if' ""you're"" 'not' 'committed' 're']","['other' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2']"
158,['@nijerp' 'Ho' 'nii' ':)' 'kati' 'ramailo' 'movie' 'cha' 'hai'],['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2']
159,"['@dhoze182' 'Ehh' 'haha' 'no' 'no' ',']",['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
160,['@aavaas_412' 'Damn' 'haha' '.' 'Herisakya' 'ho' '?'],['other' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'other']
161,['@Scholes_Casa' 'Hehehe' ':D' 'not' 'sure' 'hai' 'tara'],['other' 'lang1' 'other' 'lang1' 'lang1' 'lang2' 'lang2']
162,['@niraj_1974' 'Hahahaha' ':D' 'afule' 'ni' 'RT' 'garya' 'k' ':P'],['other' 'lang1' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other']
163,"['@dhoze182' 'Hahaha' '.' 'I' 'have' 'no' 'clue' 'either' '.' 'One'
 'frend' 'send' 'me' 'so' 'maile' 'ni' 'tweet' 'gardeko' ';)']","['other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2'
 'other']"
164,"['@anshuc003' 'Hahaha' '.' 'Malai' 'ni' 'ekjana' 'le' 'viber' 'ma'
 'pathako' 'k' ':D' 'i' 'dnt' 'know' 'true/false' 'hawa' 'ma' 'tweet'
 'garde']","['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2'
 'lang1' 'lang2']"
165,['@Jangiz_' 'Hoina' 'tyo' 'tha' 'huncha' 'ni' ':)' 'so' 'i' 'know' ':D'],"['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1'
 'lang1' 'other']"
166,['@Jangiz_' 'No' 'no' 'sacchi' 'bhanyaa' ':-)'],['other' 'lang1' 'lang1' 'lang2' 'lang2' 'other']
167,"['@piggyadkh' 'Aahaaa' 'hoo' ':)' 'teiita' 'tya' 'ko' 'khaepachi' 'aru'
 'thau' 'ko' 'khanai' 'man' 'lagdaina' 'hai' ':)' 'ajai' '3' 'mnths'
 'kurnu' 'parcha' 'ree']","['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other'
 'lang1' 'lang2' 'lang2' 'lang2']"
168,"['@AwanLfc' 'Nope' '.' 'Om' 'ko' 'tattoo' 'kaa' 'khutta' 'ma' 'hunchaa'
 '.' 'Back' 'ma' 'cha' ':-)']","['other' 'lang1' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'other']"
