idx,words,lid,ner
53,"['Nayanagar' 'my' 'native' 'village' '.' 'Maharudrabhishek' 'during'
 'mahashivratri' '.' 'Om' 'hung' 'yung' 'sah' '.' 'Tanno' 'rudrah'
 'prachodayat' '.' 'Shivayae' 'namah' '.']","['hi' 'en' 'en' 'en' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'en'
 'hi' 'rest' 'rest' 'rest' 'hi' 'rest' 'hi' 'hi' 'rest']","['B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
54,"['Syed' 'Ali' 'Shah' 'Geelani' 'shouts' ""'"" 'Pakistan' 'Zindabad' ""'""
 'slogans' 'in' 'India' '!!' 'Sad' '@narendramodi' 'is' 'silent' '!!'
 '#MahaShivratri' 'https://t.co/wq73iDxa5T']","['en' 'hi' 'hi' 'rest' 'en' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'rest'
 'rest' 'en' 'rest' 'en' 'en' 'rest' 'rest' 'en']","['B-PERSON' 'I-PERSON' 'I-PERSON' 'I-PERSON' 'O' 'O' 'B-PLACE' 'O' 'O' 'O'
 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
55,"['Indianfans' 'aa' 'majaaaka' '...' 'Biggest' 'support' 'to' 'the' 'team'
 '..' 'lifts' 'the' 'morale' 'soo' 'soo' 'high' ':)' '#cwc15' '#IndvsSA']","['rest' 'hi' 'hi' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en'
 'en' 'en' 'en' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
56,['AB' 'daa' 'villain' '.' 'kub' 'ayeee' 'gaaa' '!' '#PakvSA' '#CWC2015'],['hi' 'hi' 'en' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
57,['RT' '@Fataxaleem' ':' 'Sahi' 'mai' 'yr' 'kohli' 'best' 'banda' 'hai'],['en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O']
58,"['RT' '@KPonRise' ':' 'Site' 'inauguration' 'of' 'Pak-Austria'
 'Fachhochschule' ':' 'Institute' 'of' 'applied' 'sciences' '&' 'tech' ','
 'Uni' 'of' 'Haripur' '.' '#KPonRise' 'https://t.co']","['en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'hi' 'rest' 'en' 'en' 'en' 'en'
 'rest' 'en' 'rest' 'hi' 'en' 'en' 'rest' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-PLACE' 'O' 'O' 'O']"
59,"['Bihar' 'Government' 'Performing' 'Better' 'Than' ""Modi's:"" 'Tejashwi'
 'https://t.co/sMUG3Lfz76' 'https://t.co/TcfmohLhPC']",['rest' 'en' 'en' 'en' 'en' 'rest' 'hi' 'en' 'en'],['B-PLACE' 'O' 'O' 'O' 'O' 'B-PERSON' 'B-PERSON' 'O' 'O']
60,"['Delhi' 'court' 'summons' 'Arvind' 'Kejriwal' 'for' ""'"" 'Thulla' ""'""
 'remark' 'against' 'Delhi' 'Police' 'https://t.co/cgfRjoYZbj'
 'https://t.co/TVPKid4Z0h' 'ILU' 'pa']","['rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'hi']","['B-PLACE' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORGANISATION' 'I-ORGANISATION' 'O' 'O' 'O' 'O']"
61,"['RT' '@Raja_Sw' ':' 'Haha' '.' 'Good' 'sense' 'of' 'humour' '.' '""' 'He'
 'Prabhu' ',' 'ye' 'kaisa' 'hoga' '?' '""' 'Good' 'one' ',' 'Sir' '.'
 '#RailBudget2015']","['en' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'hi'
 'hi' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest' 'en' 'en' 'rest' 'hi' 'rest'
 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
62,"['RT' '@drshraddha16' ':' '@RituRathaur' '@kanhaiyajnusu' '@sagarikaghose'
 '@BDUTT' '@sardesairajdeep' '3000' 'salary' 'hai' 'na' 'tere' 'baap' 'ki'
 ',' 'to' 'kuch' 'kaam' 'dham' 'kar' '..']","['en' 'rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
63,"['RT' '@TarkeebiMe' ':' 'Darkness' 'is' 'pure' '.' 'It' 'hides' 'every'
 'sin' '.']",['en' 'en' 'rest' 'en' 'en' 'hi' 'rest' 'en' 'en' 'en' 'en' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
64,"['#RailBudget2015' ':' '""' 'Hey' 'Prabhu' ',' 'Ye' 'Kaise' 'Hoga' '?' '""'
 '@sureshpprabhu' 'sets' 'an' 'ambitious' 'task' 'ahead' ':'
 'http://t.co/QNt4tLI18H']","['rest' 'rest' 'rest' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest'
 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en']","['O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
65,"['@BSNLCorporate' '@rsprasad' 'Thanks' 'for' 'reply' '.' 'Pankaj'
 'Chauhan' ',' 'M' '-' '8527745669/01242570669' ',' 'Address' '-' 'C2'
 'Taradeep' 'Apartments' ',' 'Gurgaon' 'Sec' '-52']","['en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'en' 'rest' 'rest'
 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'rest' 'en' 'en' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-PLACE' 'I-PLACE' 'O' 'B-PLACE' 'O' 'O']"
66,"['Hey' 'Bhagwaan' 'Delhi' 'ka' 'Election' 'cha' 'hai' 'koi' 'bhi' 'Jeetae'
 ',' '15th' 'Feb' 'ko' 'Team' 'India' 'hi' 'Jeetae' ',' '#IndVsPak'
 '#DelhiPolls']","['hi' 'hi' 'rest' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'hi'
 'en' 'rest' 'hi' 'hi' 'rest' 'rest' 'rest']","['O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORGANISATION' 'I-ORGANISATION' 'O' 'O' 'O' 'O' 'O']"
67,"['Top' 'grosser' 'of' 'century' ':' 'V' ""Bhardwaj's"" 'film' 'starring'
 '@aamir_khan' '@iamsrk' '@BeingSalmanKhan' 'Music' ':' '@arrahman'
 'Lyrics' ':' 'Gulzar' '&' '@Javedakhtarjadu']","['en' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'en' 'en' 'rest' 'rest' 'en' 'en'
 'rest' 'rest' 'en' 'rest' 'hi' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'B-PERSON' 'O' 'O']"
68,"['@ImRaina' 'Chat' 'session' 'kab' 'hai' '...' 'Is' 'baar' 'mujhe' 'miss'
 'nahi' 'karna' 'hai' '....' '#AskRaina']","['rest' 'en' 'en' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi'
 'rest' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
69,"['RT' '@rohitawasthi' ':' 'Please' 'help' '.' 'My' 'brother' 'in' 'law'
 'Nikhil' 'Sharma' 'is' 'missing' 'from' 'IIT' 'Roorkee' 'from' '28th'
 'March' '.' 'Please' 'RT' '.' 'https://t.co/uoqtXRF']","['en' 'en' 'rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O'
 'B-PLACE' 'I-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
70,"['A' 'nazm' '""' 'Naya' 'Shivaala' '""' 'by' '#Iqbal'
 'https://t.co/jNukORt9n2' '#MahaShivratri']",['hi' 'hi' 'rest' 'hi' 'hi' 'rest' 'en' 'rest' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
71,"['@ZirghamBukhari' 'India' 'but' 'we' 'never' 'tried' 'to' 'demean' 'the'
 'importance' 'of' 'diff' 'languages' 'like' 'you' 'did' 'to' 'Punjabi'
 ',' 'Sindhi' 'and' 'Balochi' 'with' 'Urdu']","['hi' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'hi' 'hi' 'rest' 'rest' 'en' 'hi' 'en' 'rest']","['O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
72,"['@doai_ab' 'Ruchika' 'ji' 'Ghotalon' 'se' 'koi' 'nahi' 'marta' '..'
 'ghotalebazon' 'ka' 'samarthak' 'bhi' 'nahi' '..' 'lekin' 'jo' 'hawa'
 'desh' 'me' 'bah' 'rahi' 'hai' 'wo' 'bahut' 'khatarnaak' 'h']","['rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi'
 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi']","['O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
73,"['One' 'more' 'from' 'ICC' '....' 'Is' 'baar' 'to' 'Mauke' 'be' 'chauka'
 '#icc' '#IndvsSA' 'http://t.co/shcTigo9HW']","['en' 'en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest'
 'en']",['O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
74,"['Priyanka' 'Chopra' 'graces' 'the' 'Cover' 'of' 'ELLE' 'USA' '.'
 'https://t.co/DQ6LWeTUUf']",['rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en'],"['B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'I-ORGANISATION'
 'O' 'O']"
75,"['RT' '@RealHistoryPic' ':' 'Sushma' 'Swaraj' 'with' 'Lalit' 'Modi' 'and'
 'Vijay' 'Mallya' 'singing' '""' 'Mere' 'Lalit-Vijay' 'aayenge' '""' '.' '('
 '1995' ')' 'https://t.co/cIONRMjVeY']","['en' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest'
 'hi' 'en' 'hi' 'rest' 'rest' 'rest' 'rest' 'rest' 'en']","['O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'B-PERSON' 'I-PERSON' 'O'
 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
76,"['NaMo-mere' 'paas' 'sarkar' 'hai' ',' 'pin' 'stripe' 'suit' 'hai' ','
 'india' 'ke' 'development' 'ke' 'plans' 'hai' '.' 'Tere' 'paas' 'kya'
 'hai' '?' 'RaGa' ':' 'mere' 'paas' 'holiday' 'hai' '#WhereIsRahul']","['en' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'en' 'hi' 'rest' 'rest' 'hi' 'en'
 'hi' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'hi'
 'hi' 'en' 'hi' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O']"
77,"['RT' '@saloniradhainsa' ':' '@Gurmeetramrahim' '#MustWatchMSG' 'PAPAJI'
 '..' 'Apji' 'ke' 'twt' 'se' 'rahat' 'mili' 'h' 'Ji' '.' 'Thank' 'U' '4'
 'Such' 'a' 'genuine' '..' 'real' '..' 'n' 'full' 'of' 'luv' 'co']","['en' 'rest' 'rest' 'en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'en'
 'en' 'en' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
78,"['@BhimBassi' '@mukteshchander' 'google' 'map' 'aachar' 'dalne' 'k' 'liye'
 'hai' '?' 'Lo' 'prasad' 'lo' 'tum' '@DrKumarVishwas' '@ArvindKejriwal'
 'https://t.co/CeRNXiAVYp']","['hi' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi'
 'en' 'en' 'en']",['O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
79,"['Surya' 'Chandrama' 'Sab' 'Bhakt' 'Hain' 'Jinke' 'Sarp' 'Sushobhit' ','
 'Bhole' 'Mann' 'ke' '...' 'MahaShivRatri' 'ad' '#Mahadev' '@Mohit_FC'
 'Cool' 'line' 'for' 'our' '#Mahadev']","['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'en' 'hi' 'rest'
 'rest' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
80,"['Usski' 'ek' 'issi' 'jid' 'k' 'usse' 'Khojne' 'ki' '...' 'Vo' 'aab' 'tak'
 'gumsuda' 'hai' 'ham' 'aab' 'tak' 'bekhabar' 'hai' '..']","['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'en' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
81,"['Mere' 'Dost' 'Picture' 'Abhi' 'Baaki' 'Hai' '(' '2012' '):' 'Director'
 'Rajnish' 'Thakur' '(' 'Director' ')' 'Writer' 'Rajnish'
 'http://t.co/sgGeqmgD']","['hi' 'en' 'en' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'en' 'rest' 'hi'
 'rest' 'en' 'rest' 'en' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O'
 'O' 'B-PERSON' 'O']"
82,['@abpnewshindi' '@SriSri' '@dibang' 'awsome' 'jai' 'sri' 'Ram'],['rest' 'rest' 'rest' 'en' 'hi' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON']
83,"['Modi' ':' 'Ready' '?' 'Camera' 'Man' ':' 'Yes' 'sir' 'Modi' ':' 'Ye'
 'le' '!!!' 'https://t.co/MSReZ2EESk']","['rest' 'rest' 'en' 'rest' 'en' 'en' 'rest' 'en' 'en' 'rest' 'rest' 'hi'
 'hi' 'rest' 'en']",['B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O']
84,"['RT' '@Purani_Delhi' ':' 'Ye' 'kya' 'bhasad' 'macha' 'rahe' 'hai' 'be'
 'https://t.co/4SdwIWaKda']",['en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
85,"['@NeelakshiGswm' '@narendramodi' '@ArvindKejriwal' 'he' 'doesnot' 'need'
 'to' 'do' 'anything' 'miss' ',' 'jst' 'haryana' 'se' 'water' 'block'
 'karwa' 'do' ',' 'ek' 'mahine' 'me' 'ro' 'denge']","['en' 'rest' 'en' 'en' 'en' 'en' 'hi' 'hi' 'en' 'en' 'rest' 'en' 'hi' 'hi'
 'en' 'en' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
86,"['PM' ""Modi's"" 'contribution' 'in' 'international' 'arena' 'is'
 'remarkable' ':' 'Sri' 'Sri' 'Ravi' 'Shankar' 'https://t.co/gjwxKvu3dY']","['rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'rest'
 'rest' 'en']","['O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'B-PERSON'
 'I-PERSON' 'I-PERSON' 'O']"
87,"['RT' '@DarrKeAage' ':' 'Main' 'banunga' 'ji' 'Goodwill' 'Ambassador' '.'
 'https://t.co/A7iQdAqrxY']",['en' 'en' 'rest' 'hi' 'hi' 'hi' 'en' 'hi' 'rest' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
88,"['@reddyvpr' 'CORRECT' '...' 'Well' 'said' '..' 'REMOVE' 'SUBSIDIARIES'
 'before' 'you' 'harp' 'on' 'SUBSIDIES' '..' '#SuperBudget' '#TamilNadu'
 '#AIADMK' '#AyuthaEzhuthu']","['en' 'en' 'rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'rest' 'en' 'rest' 'rest' 'hi']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
89,['MerryXmas' 'From' 'TeamShivaay' 'bas' 'diwali' '2016' 'ka' 'wait' 'hai'],['en' 'en' 'en' 'hi' 'hi' 'rest' 'hi' 'en' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
90,"['@TandonRaveena' '@BeingSalmanKhan' 'tumse' 'jo' 'dekhte' 'hi' '.' '...'
 'kabhi' 'charniroad' ',' 'kabhi' '...' 'was' 'lovely' '...']","['rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'hi' 'hi' 'rest' 'hi'
 'rest' 'en' 'en' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
91,"['#BecauseOfTwitter' 'i' 'could' 'interact' 'with' 'my' 'childhood'
 'loves' '@iHrithik' '@iamsrk' 'and' 'my' 'jawaani' 'wale' 'loves'
 '@Varun_dvn' '@aliaa08']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'hi' 'hi'
 'en' 'en' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
92,"['Beta' 'aapse' 'na' 'ho' 'paega' '!' 'patake' 'OLX' 'pe' 'bech' 'do'
 '!!!!' '#IndVsPak']",['hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O']
93,"['Cordial' 'Invitation' ':' 'Mahashivratri' 'Utsav' '@' 'Shrutisagar'
 'Ashram' '17' 'Feb' '8am' '-18' 'Feb' '1am' '#ShrutisagarAshram'
 '#NonDualism' '#Mahashivratri']","['en' 'en' 'rest' 'rest' 'en' 'rest' 'hi' 'en' 'en' 'en' 'rest' 'rest'
 'en' 'en' 'en' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'I-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
94,"['@aamir_khan' 'Mauke' 'pr' 'Chauka' 'lga' 'diya' '..' 'Well' 'Played'
 ':)' '#MenInBlue' '#MaukaMauka' '#IndvsSA']",['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'rest' 'en' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
95,"['Rahul' 'Gandhi' 'Unwell' ',' ""Won't"" 'Visit' 'Puducherry' 'Where'
 'Death' 'Threat' 'Was' 'Received' ':' 'In' 'late' 'night' 'tweets' ','
 '...' 'https://t.co/nx0U2O5zzB' 'via' '@ndtv']","['en' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest'
 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en']","['B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
96,"['@raonabeel' 'I' 'hv' 'utmost' 'respect' '4' 'Imran' 'Khan' '.' 'But'
 'not' 'for' 'Shahid' 'Afridi' '.' '&' 'even' 'Ali' 'Zafar' 'said' 'that'
 'whole' 'Pakistan' 'is' 'fed' 'up' 'of' 'Afridi' '.']","['rest' 'en' 'en' 'en' 'en' 'en' 'en' 'hi' 'rest' 'en' 'en' 'en' 'en' 'en'
 'rest' 'rest' 'en' 'hi' 'hi' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en'
 'en' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'B-PERSON'
 'I-PERSON' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'B-PLACE' 'O'
 'O' 'O' 'O' 'B-PERSON' 'O']"
97,"['Sir' 'Jadeja' 'ne' 'apni' 'wicket' 'Ki' 'compromise' 'kar' 'li' 'hai'
 '!' 'Sir' '!' 'Respect' '!' '#INDvsPAK']","['hi' 'hi' 'hi' 'hi' 'en' 'hi' 'en' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest' 'en'
 'rest' 'rest']",['O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
98,"['RT' '@ArvindKejriwal' ':' 'All' 'medicines' 'are' 'now' 'available'
 'free' 'in' 'Delhi' 'Govt' 'hospitals' 'https://t.co/Ux8A3dp4g2']",['en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O']
99,"['RT' 'AnkitaInsa' ':' 'RT' 'jsingh341' ':' 'RT' 'drajayam_ajay' ':' 'RT'
 'SuyashInsan' ':' 'Gurmeetramrahim' 'thank' 'u' 'pitaji' 'n' 'come'
 'soon' 'be' 'with' 'me' 'always' '#MustWatchMSG' '#']","['en' 'rest' 'rest' 'en' 'en' 'rest' 'en' 'hi' 'rest' 'en' 'rest' 'rest'
 'en' 'en' 'en' 'hi' 'en' 'en' 'en' 'en' 'en' 'hi' 'en' 'en' 'rest']","['O' 'B-PERSON' 'O' 'O' 'B-PERSON' 'O' 'O' 'B-PERSON' 'O' 'O' 'B-PERSON'
 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
100,"['RT' '@nitibnsl' ':' '#DSSFoundationDay' 'swarg' 'Dharti' 'par' 'dekhna'
 'hai' 'to' 'ek' 'visit' 'Dera' 'Sacha' 'Sauda' 'at' 'Sirsa' 'ki' 'ho'
 'Jaaye' 'https://t.co/e8Tj1HRPjt']","['en' 'en' 'rest' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi'
 'hi' 'en' 'en' 'hi' 'hi' 'hi' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE'
 'O' 'O' 'O' 'O']"
101,"['@Ashishtics' 'tou' 'mein' 'kounsa' 'uspenfilm' 'banane' 'wala' 'hu'
 '@Obnoxious_Ravan']",['en' 'en' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
102,['Uska' 'dimple' 'Mere' 'header' 'ko' 'khoobsurat' 'karaha'],['hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O']
103,"['Param' 'Pujye' 'sant' 'Shiri' 'Ashsram' 'g' 'bapu' 'ke' 'swasthye'
 'Yash' 'kirti' 'hetu' ',' 'mahashivratri' 'ke' 'avsar' 'per' 'Ludhiana'
 'me' '.' 'sadhkon' 'http://t.co/Trakdy1njz']","['hi' 'hi' 'hi' 'hi' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest'
 'rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest' 'hi' 'en']","['O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'I-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O']"
