idx,words,ner
60,"['#شفيق' ':' 'نريد' 'دوله' 'مدنيه' 'فيها' 'برلمان' 'نريده' 'تاجا'
 'للشرعيه' '..' 'برلمان' 'يعبر' 'بشكل' 'حقيقي' 'عن' 'كافه' 'فئات' 'الشعب'
 'المصري']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
61,"['بعد' 'قليل' 'تبدأ' 'ندوة' 'توقيع' 'ومناقشة' 'رواية' '""نادي' 'السيارات'
 '""' 'في' 'فرع' 'مكتبة' 'الشروق' '-' 'حسن' 'صبري' 'بالزمالك' '...']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-TITLE' 'I-TITLE' 'O' 'O' 'O' 'B-LOC'
 'I-LOC' 'O' 'B-LOC' 'I-LOC' 'I-LOC' 'O']"
62,"['1.' 'واجب' 'مصر' '،' 'حكومة' 'ومعارضة' '،' 'هو' 'الضغط' 'بكل' 'الوسائل'
 'لوقف' 'الاعتداءات' 'الإسرائيلية' 'على' 'غزة']",['O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC']
63,"['وعلى' 'رأي' 'المثل' '..""' 'قال' 'يا' 'قعدة' 'الكرسي' '..' 'تخلي'
 'الحجازي' 'كإنه' 'مرسي' '""']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'B-PER' 'O']
64,"['كل' 'عيد' 'أم' 'وأمهات' 'مصر' 'والعالم' 'بخير' '.' 'أطال' 'الله' 'في'
 'أعمارهن' 'جميعا' 'ومتعهن' 'بالصحة' 'والرضا' '.' 'أطال' 'الله' 'في' 'عمر'
 'أمي' 'ومتعها' 'بالصحة' 'ورزقني' 'رضاها']","['O' 'B-TIME' 'I-TIME' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
65,"['بعد' 'أن' 'قام' 'عبد' 'الله' 'بدر' 'بوصف' 'نادر' 'بكار' 'بأنه' 'رويبضة'
 'لو' 'سألتني' 'إبنتي' ':' 'هي' 'رويبضة' 'اللي' 'بيقولوها' 'عليك' 'يابابا'
 'عاملة' 'زي' 'إيه' '؟' 'سأرد' ':' 'زي' 'عمو' 'نادر' 'بكار']","['O' 'O' 'O' 'B-PER' 'I-PER' 'I-PER' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER'
 'I-PER']"
66,"['أحب' 'أقول' 'إني' 'مبسوط' 'إن' 'الرقابة' 'وافقت' 'على' 'تمرير' 'فيلم'
 '""الخروج' '""' 'بعد' 'وقفه' '٣' 'سنوات' '،' 'أتمنى' 'تكون' 'نقلة' 'نوعية'
 'في' 'سياستها' '،' 'وعقبال' 'فيلمي' '""لامؤاخذة' '""' ':)']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-TITLE' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-TITLE' 'O' 'O']"
67,"['@Esraa2008' 'قبل' 'ايمان' 'البحر' 'يا' 'اسراء' 'الشرطة' 'كانت' 'بترقص'
 'على' 'المنصة' '..' 'والتلفزيون' 'نازل' 'تمجيد' 'في' 'عمرسليمان' 'على'
 'اعتباره' 'رمز' 'من' 'العسكر' 'مش' 'فكرة' 'مات']","['O' 'O' 'B-PER' 'I-PER' 'O' 'B-PER' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'B-GROUP' 'O' 'O' 'O']"
68,['شرعيتك' 'سقطت' '...' 'أسقطها' 'الشعب' 'لن' 'نرهب' '....'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
69,"['النائب' 'العام' ':' 'منصب' 'قضائي' 'يصل' 'إليه' 'في' 'الدول' 'المتخلفة'
 'من' 'يعوم' 'على' 'عوم' 'رئيس' 'الدولة']",['B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
70,"['الذي' 'لم' 'يلاحظ' 'حتى' 'الان' 'ان' 'مطالب' 'الثورة' 'لم' 'تتحقق' 'اما'
 'انه' 'لا' 'يتابع' 'ما' 'يحدث' 'وأما' 'ان' 'رائحة' 'السلطة' 'قد' 'افقدته'
 'الرؤية' 'وصفقاته' 'قد' 'أخرسته' 'عن' 'قول' 'الحق']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-EVENT' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
71,"['بمناسبة' 'الناس' 'اللي' 'بتقول' 'انها' 'زعلانة' 'على' 'الظباط' 'اللي'
 'بيموتو' 'في' 'سيناء' 'من' 'الارهاب' '..' 'هو' 'مفيش' 'احساس' 'طيب' '؟'
 'مفيش' 'حداد' 'ليه' '؟' 'ده' 'حتى' 'الجيش' 'عامل' 'حفلة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O']"
72,"['الثقافة' 'والفن' 'والابداع' 'أحد' 'ملامح' 'مشروع' 'النهضة' 'الذى' 'نسعى'
 'إليه' 'وأحد' 'أدوات' 'القوى' 'الناعمة' 'لمصر' '.' 'رحم' 'الله' 'ثروت'
 'عكاشة' 'وزير' 'الثقافة' 'الأسبق' '.']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O'
 'B-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'O' 'O']"
73,"['أحمد' 'شفيق' ':' 'تطبيق' 'القانون' 'هو' 'الأهم' 'لمنع' 'الازمات' 'التى'
 'نمر' 'بها']",['B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
74,"['6' 'بالرغم' 'من' 'كل' 'هذا' '،' 'أجد' 'أن' 'مسئوليتنا' 'اليوم' 'تحتم'
 'علينا' 'المشاركة' 'في' 'جلسة' 'الحوار' 'العلنية' 'التي' 'دعت' 'لها'
 'الرئاسة' 'ومخاطبة' 'الرئيس' 'بمطالبنا' 'الوطنية']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'B-ORG' 'O' 'B-PER' 'O' 'O']"
75,"['طب' 'ما' 'يدخلوا' 'العائلة' 'كلها' 'زنزانة' 'و' 'يقصروا' '.' 'و' 'نقعد'
 'مع' 'علاء' 'و' 'نتابع' 'صحة' 'بابا' 'و' 'نرحمكو' 'و' 'ترحمونا']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
76,"['3ج.' 'مجددا' 'أسجل' 'أن' 'الاستثناء' 'وتجاوز' 'سيادة' 'القانون' 'يقتلان'
 'الحرية']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
77,"['رفضت' 'بالأمس' 'تعليق' 'الجلسات' 'وتوظيف' 'مجلس' 'الشعب' 'فقط' 'كساحة'
 'لصراع' 'الإرادات' 'بين' 'العسكري' 'والإخوان' '.' 'نحن' 'أصحاب' 'اختصاص'
 'تشريعي' 'لا' 'يعطل' 'لغياب' 'الحكومة']","['O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'B-GROUP'
 'I-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
78,"['ليس' 'عندي' 'أدنى' 'أمل' 'في' 'أن' 'يفيق' 'أنصار' 'الإخوان' 'والسلفيون'
 'أو' 'حتى' 'المنخدعين' 'بوهم' 'الإستقرار' '.' 'الحمد' 'لله' 'الشعب' 'كل'
 'يوم' 'يدرك' 'كذب' 'الإخوان' 'وأنصارهم']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'O']"
79,"['على' 'الخارجية' 'المصرية' 'تحمل' 'مسئوليتها' 'والعمل' 'على' 'الافراج'
 'الفورى' 'عن' 'الصحفية' 'شيماء' 'عادل' 'المحتجزة' 'فى' 'السودان' '،كرامة'
 'المصريين' 'أهم' 'من' 'رغيف' 'العيش']","['O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O'
 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O']"
80,"['لم' 'انتخب' 'الرئيس' 'مرسي' 'واختلف' 'تماماً' 'مع' 'مشروعه' 'السياسي'
 'لكنه' 'رئيس' 'مصر' 'الشرعي' 'المنتخب' 'بإرادة' 'المصريين' '.سادافع' 'عن'
 'صاحب' 'الحق' 'حتى' 'لو' 'اختلفت' 'معه']","['O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
81,"['والان' 'اريحكم' 'مني' 'على' 'تويتر' 'كام' 'يوم' 'كده' '.' 'انا' 'كده'
 '#فسسسسسسس']",['O' 'O' 'O' 'O' 'B-PROD' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
82,"['لا' 'يتصور' 'أحد' 'من' 'قادة' 'العالم' 'أن' 'ضميره' 'خارج' 'نطاق'
 'التقصير' 'طالما' 'استمرت' 'الحالة' 'السورية' 'كذلك' '#الرئيس' '#سوريا']","['O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
83,"['#شفيق' '""أين' 'نحن' 'الآن' 'مما' 'كانت' 'عليه' 'مصر' 'في' 'الزراعة' '؟'
 'نمتلك' 'أفضل' 'أرض' 'و' 'أفضل' 'فلاح' 'و' 'أفضل' 'طقس' '...']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
84,"['الدكاترة' 'يروحوا' 'ع' 'المستشفى' 'العام' 'دلوقتى' 'فى' 'ازمه' 'فى'
 'الدكاترة' 'واعداد' 'المصابين' 'بتزيد' '#السويس']",['O' 'O' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
85,"['النهاردة' 'كمان' 'جلسة' 'محمد' 'سلطان' ',' 'يا' 'رب' 'نطمن' 'على'
 'الشابين' 'في' 'يوم' 'واحد' '...' 'يا' 'رب']","['O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-PER']"
86,"['الفريق' 'د.' 'احمد' 'شفيق' 'ينعي' 'ببالغ' 'الحزن' 'سمو' 'الامير' 'نايف'
 'بن' 'عبدالعزيز' 'ولي' 'العهد' 'السعودي' 'الذي' 'وافته' 'المنيه' 'صباح'
 'اليوم']","['O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'I-PER' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
87,"['الغرض' 'الوحيد' 'من' 'الاعلان' 'الدستوري' 'المشين' 'هو' 'تعطيل'
 'القانون' 'حتى' 'يتمكن' 'الاخوان' 'من' 'كتابة' 'دستور' 'يضمن' 'لهم'
 'البقاء' 'في' 'حكم' 'مصر' 'الى' 'الأبد' '.' 'هذا' 'هو' 'هدفهم']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O']"
88,"['شكرا' 'لكل' 'حد' 'ساعد' 'و' 'للمحامين' 'المسحولين' 'معانا' 'من' 'الصبح'
 '..' 'القرار' 'الصبح' 'من' 'النيابة' 'دعواتكو' '2']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
89,"['متضامن' 'مع' 'وقفة' 'المرشدين' 'السياحيين' 'بالغد' 'وأشارك' 'بها' 'مع'
 'زميلات' 'وزملاء' 'من' 'حزب' 'مصر' 'الحرية' '،' 'أزمات' 'المرشدين'
 'وقطاع' 'السياحة' 'بالكامل' 'تحتاج' 'لدعمنا']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
90,"['استمروا' 'في' 'التعالي' 'والعجرفة' 'وترديد' 'نظريات' 'المؤامرة' 'وتشويه'
 'الخصوم' '.' 'لن' 'تفيقوا' 'من' 'ذلك' 'كله' 'إلا' 'على' 'مزيد' 'من'
 'الفشل' 'وعندها' 'ستتذكرون' 'قيمة' 'التواضع']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
91,"['الرسالة' 'السياسية' 'القادمة' 'لرئيس' 'الوزراء' 'وقائد' 'نهضة' 'النظافة'
 'الشخصية' 'هشام' 'قنديل' 'هتكون' 'عن' 'أهمية' 'إستخدام' 'المواطنين'
 'للشطاف']","['O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O'
 'O' 'O' 'O']"
92,"['صباح' 'الخير' 'جميعا' '،،،' 'سؤال' 'على' 'الصبح' ':' 'في' 'رأيكم' 'كام'
 'نسبة' 'تعبير' 'المشاركين' 'في' 'تويتر' 'عن' 'كل' 'طوائف' 'المجتمع'
 'المصري' '؟']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PROD' 'O'
 'O' 'O' 'O' 'O' 'O']"
93,"['“الأفضل' 'ان' 'تملك' 'عقلا' 'منفتح' 'بالتعجب' 'والتساؤل' 'على' 'ان'
 'تملك' 'عقلا' 'منغلق' 'بالإيمان' '.“' 'جيري' 'سبينس']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER']
94,"['هذه' 'ليست' 'مناسبة' 'للخلافات' 'الحزبية' 'أو' 'السياسية' '،' 'بل'
 'لحظة' 'لإعلاء' 'المصلحة' 'والشراكة' 'الوطنية' '.' 'وملامح' 'خطة' 'إنقاذ'
 'سيناء' 'محل' 'توافق' 'بين' 'الجميع']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-LOC' 'O' 'O' 'O' 'O']"
95,"['.عندما' 'يعلن' 'المشايخ' 'المنتسبون' 'للسلف' 'ان' 'الاسلام' 'يحرم'
 'الديمقراطية' 'وبعد' 'الثورة' 'يشكلون' 'احزابا' 'لخوض' 'الانتخابات' 'من'
 'حقى' 'ان' 'اسأل' 'عن' 'دليلهم' 'الشرعي']","['O' 'O' 'O' 'O' 'O' 'O' 'B-OTHER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
96,"['غادة' 'نجيب' 'من' 'انقى' 'الثائرات' 'اللى' 'التقيت' 'بيهم' 'في' 'حياتي'
 '..' 'واكثرهم' 'صدقا' 'و' 'اخلاص' 'الحرية' 'لغادة' 'يانظام' 'غبي' '.']","['B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'O' 'O' 'O']"
97,"['للاسف' 'بعد' 'خطاب' 'مرسي' 'الطويل' 'كانت' 'النتيجة' 'الحتمية' 'قفل'
 'القنوات' 'الخاصة' 'و' 'حبسنا' 'جميعا' 'و' 'ربما' 'قتلنا' 'باسم' 'الدين'
 '.' 'و' 'لم' 'يكن' 'ليتعاطف' 'معنا' 'قنواتهم']","['O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
98,['علاء' 'اتحول' 'للجنايات' '.' 'تتقطع' 'الأيادي' '.' '#FreeAlaa'],['B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
99,"['طبقا' 'لدراسة' 'حديثة' '،' 'ان' 'كنت' 'تملك' 'اكثر' 'من' '١٠' 'آلاف'
 'دولار' '،' '٧٠' 'الف' 'جنيه' '،' 'فأنت' 'من' 'الأقلية' '،' 'حيث' 'ان'
 '٩٠' '٪' 'من' 'البالغين' 'في' 'مصر' 'لا' 'يمتلكون' 'هذا' 'المبلغ' '.']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O']"
100,"['اعتداء' 'للأمن' 'على' 'طلاب' 'جامعة' 'النيل' '،' 'القبض' 'العشوائي'
 'على' 'قيادات' 'نقابية' 'مستقلة' 'كطارق' 'البحيري' 'بنقابة' 'هيئة'
 'النقل' 'العام' '،' 'واغتيال' 'معنوي' 'للمعارضين']","['O' 'B-GROUP' 'O' 'O' 'B-ORG' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER'
 'I-PER' 'B-LOC' 'I-LOC' 'I-LOC' 'I-LOC' 'O' 'O' 'O' 'O']"
101,"['#شفيق' ':' 'أحترم' 'آراء' 'القوي' 'السياسية' 'التي' 'قدمت' 'الوثيقة' '،'
 'وأدعو' 'الجميع' 'لأن' 'يتعامل' 'معها' 'كاطار' 'سياسي' 'نتحرك' 'فيه' '.'
 'واكرر' 'التزامي' 'بنصوص' 'الدستور']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
102,"['د.عمرو' 'فى' 'المؤتمر' 'الصحفى' ':-' 'النهوض' 'بالبنية' 'التحتية' 'و'
 'التركيز' 'في' 'الامن' 'و' 'الصحة' 'و' 'التعليم']",['B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
103,"['وقوفى' 'أمامكم' 'اليوم' 'نابع' 'من' 'شرعية' 'حقيقية' 'أراد' 'شعب' 'مصر'
 'أن' 'يعبر' 'عنها' 'فكان' 'له' 'بفضل' 'الله' 'ما' 'أراد' '#الرئيس']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'O' 'O' 'O']"
104,"['#شفيق' ':' 'انني' 'علي' 'ثقة' 'من' 'أن' 'السلطات' 'المصريه' 'وفي'
 'صدارتها' 'المجلس' 'الاعلي' 'للقوات' 'المسلحة' 'تسعي' 'الي' 'انتخابات'
 'تاريخية' 'تضمن' 'استقرار' 'الحكم' 'وشرعيته']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'I-GROUP' 'I-GROUP'
 'I-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
105,"['المقاطعة' 'بإبطال' 'الصوت' 'اختيار' 'وتشكيل' 'معارضة' 'ديمقراطية' 'من'
 'اليوم' 'اختيار' '،' 'وإن' 'أراد' 'البعض' 'التفكير' 'في' 'شروط' 'محددة'
 'لدعم' 'مرسي' 'فهذا' 'أيضا' 'اختيار' 'مشروع']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-PER' 'O' 'O' 'O' 'O']"
106,"['كل' 'من' 'يقرا' 'هذه' 'المذبحة' 'على' 'انها' 'مجرد' 'صراع' 'طائفي' 'اما'
 'شخص' 'متعصب' 'مسلم' 'او' 'قبطي' 'وأما' 'انه' 'لا' 'يريد' 'ان' 'يرى'
 'الحقيقة' '.' 'هذه' 'مؤامرة' 'ضد' 'الوطن' 'والثورة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
107,"['لقد' 'جعل' 'من' 'نفسه' 'بموجب' 'هذا' 'النص' 'الشائه' 'والمشوه' 'مخلوقا'
 'غير' 'أرضي' 'لا' 'يمكن' 'نقده' 'أو' 'مقاضاته' 'أو' 'مراجعته' 'أو'
 'محاسبته' 'بأي' 'صورة' 'من' 'الصور']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
108,"['خرج' 'المصريون' 'في' 'الميادين' 'اعتراضا' 'علي' 'حكم' 'الطغيان' 'ورفضا'
 'لديكتاتورية' 'تريد' 'أن' 'تسرق' 'ارادة' 'الوطن' 'وتؤممه' 'من' 'أجل'
 'جماعه' 'أعلن' 'الملايين' 'كراهيتهم' 'لها']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
109,"['متى' 'يارب' 'يحكمنا' 'رئيس' 'يوصل' 'الغاز' 'إلى' 'الشعب' 'بسعر' 'مخفض'
 'ويضرب' 'إسرائيل' 'بالغاز' 'المسيل' 'للدموع' '؟.']",['O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O']
110,"['هل' 'معنى' 'رفضي' 'لأسلوب' 'السب' 'و' 'القذف' 'يعني' 'موافقتي' 'على'
 'مشاهد' 'لا' 'يختلف' 'اثنان' 'على' 'حرمتها' '؟' 'مالكم' 'كيف' 'تحكمون'
 '؟!!!!']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
111,"['أغلب' 'المشتبكين' 'مع' 'الأمن' 'منذ' 'أول' 'أمس' 'و' 'حتى' 'اليوم' 'لا'
 'علاقة' 'لهم' 'بالإحتجاج' 'على' 'الفيلم' 'المسيئ' '؛' 'هم' 'فقط' 'يريدون'
 'زعزعة' 'للإستقرار' 'و' 'إثارة' 'للقلاقل']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
112,"['لا' 'زالت' 'مستنداتى' 'الرسمية' 'التى' 'تدل' 'على' 'انك' 'حرامى' 'وسارق'
 'تطاردك' 'فى' 'منامك' '،' 'ولا' 'ولن' 'تستطيع' 'ان' 'تواجهها' '4']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
113,"['في' 'الأربعينيات' 'حل' 'النقراشي' 'رئيس' 'وزراء' 'مصرجماعة' 'الاخوان'
 'فقتله' 'النظام' 'الخاص' 'الاخواني' 'وتبرأ' 'منهم' 'حسن' 'البنا' 'ظاهريا'
 'وقال' 'ليسوا' 'إخوانا' 'ولامسلمين']","['O' 'O' 'O' 'B-PER' 'O' 'O' 'B-LOC' 'B-GROUP' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O']"
114,"['#شفيق' ':' 'الاخوان' 'يوزعون' 'المنشورات' 'لتكفيري' '.' 'يروجون' 'بين'
 'الناس' 'كذبا' 'بانني' 'ساحذف' 'آيات' 'القران' 'من' 'المناهجهذا' 'كذب'
 'وتضليل' '.' 'منهجهم' 'التزييف' 'والتزوير']","['O' 'O' 'B-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PROD'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
115,"['علينا' 'أن' 'نصل' 'إلى' 'تعريف' 'مشترك' 'لحقوق' 'الإنسان' 'العربي'
 'يتناغم' 'مع' 'المشترك' 'في' 'التعريفات' 'الدولية' 'يحتفظ' 'بالخصوصية'
 'الثقافية' 'العربية' 'والإسلامية' '#الرئيس']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
116,"['اعلم' 'ياشباب' 'ان' 'مختلف' 'الأطياف' 'الثورية' 'بالاعتصام' 'وما'
 'تواتر' 'هوأنه' 'من' 'حركة' 'حازمون' '.' 'الوضع' 'سيان' 'فى' 'كل'
 'الحالات' 'فهو' 'شهيد' 'مصرى' 'كل' 'ذنبه' 'الاعتصام' 'سلمياً']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'I-GROUP' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
117,"['رحل' 'سيد' 'درويش' 'يوم' 'عودة' 'سعد' 'زغلول' 'إلى' 'مصر' '""' 'اخترت'
 'يوم' 'الهول' 'يوم' 'وداع' '""' 'ربنا' 'يرحم' 'العبقري' 'عمار' 'الشريعي'
 '.' 'جنازته' 'غدا' '9:' '30' 'صباحا' 'من' 'الحامدية' 'الشاذلية']","['O' 'B-PER' 'I-PER' 'O' 'O' 'B-PER' 'I-PER' 'O' 'B-LOC' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-PER' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-LOC' 'I-LOC']"
118,"['البنات' 'بخير' 'رغم' 'الاصابات' 'احمد' 'دومة' 'وصلهم' 'وهما' 'في' 'طريق'
 'العودة' 'الان']",['O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O']
